9516 27297
7521 7509 -893
2952 3842 597
2002 7012 -606
7762 7629 952
1525 7662 457
2582 5110 -570
4752 4298 5
1056 3368 500
6526 1557 -799
5259 8492 -95
6238 5165 -184
3871 4465 -709
8555 9469 -220
249 6207 -987
5386 4657 -621
8272 8254 518
116 3781 177
5439 5992 -310
7839 4250 -533
5412 9166 816
3807 1647 87
1115 3945 -326
3629 6648 -875
6245 226 309
2796 3541 -560
7778 4984 748
9216 5749 -609
4217 4001 -323
2692 7801 -399
8199 259 753
1912 6905 539
8848 9113 817
4996 2101 -950
3999 611 -986
4731 3799 887
4482 613 924
5134 3284 593
1093 4117 -390
6118 2885 -521
7534 4792 -199
5065 8285 -152
4215 3448 574
2305 9023 -877
4102 3619 58
9238 3837 -90
2279 2315 -448
3877 8962 823
7372 3699 180
886 705 -57
1243 702 435
3896 2477 -922
2574 4871 37
2024 642 -663
5078 5530 -334
3083 8608 -404
2266 5295 -417
630 9469 -150
564 715 225
2389 6089 467
5733 4211 651
18 4142 135
3640 3585 -284
1836 9183 -399
7811 443 657
8786 3989 76
5098 7016 995
3646 240 962
487 8765 599
4011 3661 140
3677 222 999
4414 4852 -704
2377 4272 -509
7201 5270 -393
2381 8017 -83
1231 6974 -716
6636 3452 -235
3521 7535 -542
8173 3086 -576
8045 9107 -684
1050 4361 452
7384 2752 148
33 8594 378
983 9348 -431
2554 5859 219
8502 4251 -634
3401 2421 173
4806 7553 -717
8580 1830 -591
2054 2208 663
6317 4479 -208
4552 7758 -65
5846 8571 741
1404 3157 980
8340 8613 995
2454 195 -646
2423 1344 -315
8466 5511 445
8973 8818 -929
9318 5625 323
9159 7127 -687
4871 2939 -936
580 6113 -444
4045 4087 -903
9058 6972 36
9225 6998 588
7903 6808 -357
8127 7457 -332
8694 7387 -132
2511 912 -73
2803 4690 -765
7839 7533 -443
3569 8840 541
6076 321 962
3644 5753 704
5804 7789 -274
8944 8705 -12
3399 2632 -146
671 7302 -6
3461 4897 -547
8051 8478 -393
555 3339 525
976 3559 -594
649 5453 -600
9321 7192 -666
6660 8641 901
4157 3388 711
4556 3744 40
3669 9142 -572
8724 7113 -601
2973 4477 -10
1869 2187 -481
463 2836 618
6875 8423 -221
3281 7609 798
2742 125 690
2729 68 319
6918 6409 -617
7850 4018 -863
8640 1672 -890
4947 1480 -968
2173 2121 123
6739 7262 -949
1805 3320 -228
5156 576 603
3046 6037 -943
8819 5213 150
4952 3550 302
232 5518 -777
9083 7125 308
3158 3530 473
3032 5811 -602
99 1561 325
8012 7506 -749
3374 1010 -980
8816 8610 -337
3738 648 350
6462 1439 -826
6531 6292 -292
6884 92 933
5910 1732 946
924 1251 118
5022 9121 -146
2180 3762 -195
6501 7166 -18
4125 7900 162
1059 1766 978
8077 535 72
8388 1803 -523
7311 6314 528
5355 252 -696
4757 1910 563
8853 1958 520
1361 6355 472
1911 6966 -88
4760 1372 -910
7377 3748 73
1780 8030 120
7496 5112 129
1265 1424 681
5781 1079 -314
7380 4877 -492
1402 2607 336
3654 8744 -795
3855 2167 985
366 3722 -882
6890 7701 717
7579 7136 695
1951 2291 864
9426 9217 -44
8947 8700 -2
2209 3420 913
3781 2915 351
3690 1847 -669
7632 3563 -760
2461 5011 -943
1257 4408 876
3926 7890 490
7606 916 329
2587 3687 -922
8151 8803 317
9257 6737 102
7624 4686 675
6725 6269 298
178 7598 -871
1012 2706 -972
4716 7760 651
8421 6182 247
3937 1995 -22
2455 6587 -739
2937 25 -494
4439 3 -256
1015 3852 644
3931 2952 910
5482 8976 -608
8410 2836 -51
6702 1114 868
4569 546 778
3610 9116 -35
6851 4918 -502
3930 2289 585
4281 3336 369
6929 3608 22
8674 7485 -290
7314 2969 -958
2785 8520 300
1985 2988 -215
3803 7050 330
4713 1728 -915
2860 600 298
4372 6540 34
3023 1760 632
1748 166 793
3983 4334 -443
5963 604 -17
5030 3593 259
5380 8795 -218
4203 3670 138
2325 2823 953
12 965 904
1516 3578 -146
6558 2608 -559
1501 1536 521
1919 6275 349
1452 6053 355
6343 6999 -352
5511 8936 -294
3955 6300 100
8993 6823 895
6050 2140 736
7209 9103 -211
4270 8683 955
7499 5588 419
4393 4306 -679
3671 4111 795
2474 3790 230
5617 3536 21
3807 154 824
1555 8665 94
8973 7288 -32
7549 3602 289
286 7343 411
2753 2073 544
6349 2976 47
8457 9027 -487
3834 3831 -400
1484 5509 -721
2469 1043 446
3922 9420 -302
2538 6612 1000
7481 1022 848
9289 5589 -497
5438 2182 -825
6934 7911 -697
856 648 -910
7665 8501 181
4083 5772 -310
7337 6893 32
4694 5132 -261
4868 9429 191
2489 1759 -375
4049 2507 10
8573 6644 828
4080 4057 -84
8900 7912 -616
947 6975 551
7525 7119 659
8628 2480 -303
1259 3675 -703
2774 5322 250
3713 9016 756
576 3362 -460
6007 4333 -310
1621 3535 747
38 7084 -213
476 4103 454
9278 764 726
6124 6232 429
7465 2678 -863
5675 5245 -74
6505 5250 -40
8336 2758 -752
6238 911 -967
2951 550 934
1371 2732 549
5093 6329 651
580 6504 327
7555 8169 -695
9076 7485 685
1658 5929 -4
6632 6873 820
7715 7596 -714
6762 1764 -208
8058 3875 348
2690 7430 -244
2944 7717 -196
6699 7104 -915
9381 2887 -172
3796 9373 761
1836 7540 346
8133 4940 22
9245 7470 383
6192 4031 -209
1623 8440 -367
6509 7521 809
8636 6073 -606
5037 4988 463
787 1766 468
6607 1374 467
521 6523 551
9493 2676 -963
9173 1061 -57
8382 9399 -496
115 8278 -422
42 8060 -938
6582 764 603
9383 9448 894
6975 8423 503
9150 164 -127
1149 2974 -8
5828 7759 -283
8230 3340 -826
1866 127 770
7530 2858 -547
1890 1797 289
8351 4382 634
8048 1318 -221
3935 4383 -960
4657 8837 -424
959 5217 747
67 6515 362
7356 7940 805
5839 6833 -566
3674 2702 -329
5632 5035 -411
7735 7033 -695
6808 5660 544
6505 5980 71
1177 1171 920
4541 7551 321
5546 2104 844
7582 7320 -753
5072 9318 -431
9097 2984 780
8499 764 654
324 8011 -322
2039 1335 918
5881 1914 -119
2708 3316 -668
3983 4605 -912
3372 6330 90
288 8279 -372
1717 9110 8
4821 2594 505
8237 1139 -942
1074 3527 -300
1992 2707 -369
4108 6238 751
5493 1561 -536
653 604 929
3188 3462 -913
1478 3954 770
4704 1022 -895
5307 4481 180
7533 2553 458
3795 5610 638
6125 172 -414
4761 6406 -253
2851 9071 968
3994 9468 952
4482 1075 466
1719 272 955
7075 2121 -721
2750 8516 -530
2246 3681 -429
9510 408 -953
5307 1492 -127
2676 366 -3
2011 5090 883
3079 1649 830
4124 1327 -16
5352 8602 -267
742 3045 -228
4148 2847 739
1523 5752 -894
9306 1836 -382
7869 4118 -39
1840 6751 -514
7034 8872 473
2813 6614 -237
4998 351 -474
4648 2103 408
7030 7506 -870
1328 5982 481
1618 957 866
5460 6231 -955
4498 1449 488
8815 2606 262
5914 9315 -901
5833 5131 704
4750 8061 -723
2838 3594 914
8726 4001 622
2650 4589 -789
3044 4221 -656
7491 7891 -260
3883 6399 209
1215 4576 -234
1161 2160 -776
2931 6938 555
7151 5218 14
8113 6680 -84
396 6419 -341
917 1622 785
7366 4584 329
8773 9251 -921
8940 9338 423
3138 2102 -771
7531 2769 495
8025 2789 -98
2418 9498 52
3641 2948 634
3367 2529 587
6913 5404 241
8897 6468 771
9045 1057 -187
5310 7606 756
6853 5196 -289
4775 3483 -154
2431 6813 -305
9189 6823 458
8370 9302 13
9046 2931 -480
5038 3798 -122
3910 8737 950
6658 684 251
4569 1984 874
1539 8733 -688
5141 1440 570
2544 727 787
7447 9050 -358
4450 5812 113
5967 5360 592
6738 2216 78
6041 7403 -107
5453 7559 -142
1085 9431 798
2356 3302 -629
4471 900 -399
1905 779 -948
9095 8916 -635
2073 332 -935
9026 493 150
3864 7013 -241
3029 4673 -747
3540 7673 -104
4006 5160 928
7469 7420 93
7796 3262 -574
3721 5140 465
3951 5630 309
3068 9498 -127
616 802 591
7793 6054 52
9261 5805 148
3297 5198 -168
301 4768 7
2848 9069 430
6093 3324 4
4069 5011 423
7932 5191 -589
7947 2183 794
2295 8076 -84
4201 9169 -830
7806 6478 -182
8841 8040 940
5830 7703 40
7534 5961 867
2420 2416 829
3318 220 38
5402 1883 996
6800 4765 -122
1966 6346 -2
4534 6133 168
9259 8446 610
311 4494 -160
4567 5814 -115
533 4746 -971
1152 7303 164
5472 1549 -533
3507 7149 736
5000 7802 -572
21 5779 281
2795 112 809
2398 5966 861
1437 9184 -77
8529 6332 607
2138 5651 -924
7419 8228 859
9137 6590 904
5026 9055 -13
1843 7872 114
2768 6869 614
1568 846 -860
2034 7996 878
9242 695 671
2531 1499 612
4987 1901 -477
9423 8627 546
15 562 -772
1843 3293 989
5413 5151 -390
9214 7777 -802
5511 4589 844
1860 5349 -502
166 2939 488
2322 9246 462
6109 12 -950
8041 9127 403
8577 8313 244
754 5332 -550
4077 7757 125
4201 210 707
176 7865 -198
900 4247 691
5084 6967 101
7345 5825 477
3885 5885 -664
557 8724 911
2343 4968 -971
6380 4395 -455
4298 6152 -279
786 8080 -122
9061 2958 -38
511 3012 655
572 1150 -100
2565 4448 246
6686 4374 973
7169 5983 47
5580 4383 -605
1967 7230 317
3546 7203 -974
6128 6351 -563
2314 5070 78
9478 4919 518
1667 9111 -677
925 6767 -558
1248 8954 -107
9181 4382 -117
6214 6287 59
3801 5913 599
1953 8084 -238
7490 3048 792
3397 304 178
8677 2605 -654
6944 2294 -641
4502 216 -86
3602 2799 103
1058 6128 -8
717 141 -403
3130 4486 780
1220 1604 -32
2259 9232 119
4235 2826 588
6487 236 -952
3412 2407 550
4033 2163 -820
222 93 119
109 1936 510
7649 8202 -185
3225 787 -463
2558 4678 -862
1893 8313 772
9275 6367 -293
4175 9431 -280
800 1157 -858
910 5312 -100
483 7656 -965
9361 2503 862
418 9441 591
5631 4515 168
6995 1051 -216
5458 1764 -207
1187 8832 -593
4909 845 -921
930 2720 954
7849 3274 30
5614 778 826
7631 1620 585
604 5596 -614
3566 2787 858
4662 8210 520
3637 8084 539
6505 4318 262
2716 2499 -85
3825 966 -95
277 6139 79
6255 106 308
6053 2215 235
7769 894 -921
1121 2969 968
9395 4616 856
8753 837 -889
4433 1073 152
1708 7523 -458
8715 4154 294
3083 4678 -795
6644 3340 371
9375 3007 459
5206 1691 265
7827 1331 -373
6501 6145 344
3227 1133 -313
1657 7513 688
6407 6030 -676
415 394 808
3479 3333 961
8641 9515 285
2125 6373 800
3761 7208 -613
3713 9007 528
3117 5485 -201
5318 3043 -155
6728 9493 815
437 7874 509
8671 4449 35
7583 4625 117
4062 5294 41
5281 7141 -518
627 8342 -424
6535 7305 -320
4541 1095 890
7860 5572 262
9160 9278 874
5191 1870 638
1487 8489 424
8109 513 -852
9372 8072 -299
1207 8441 316
8911 8788 319
1160 1428 151
2524 3900 269
1496 5663 -537
8951 5824 -295
8275 2022 386
4067 6015 404
929 3931 -923
2212 5424 -383
1640 3460 -524
3186 1704 522
1754 6888 32
5749 6224 -398
7962 6114 -189
658 5975 38
5298 5361 -109
1132 6087 -224
1683 2143 -730
6689 3678 -931
5728 6862 932
3853 6072 777
3949 7832 626
7312 7600 -41
8284 6799 645
1198 8186 -567
3203 5814 930
2009 859 767
2578 1685 -25
6206 9243 1000
4178 6772 599
2320 1854 400
1248 8415 -267
9078 3326 -507
8010 6160 200
5530 5363 591
722 1123 476
7984 1650 -43
1787 270 -627
1959 1500 -209
8648 3585 28
5209 2330 848
6392 6811 30
3839 1856 -323
4557 2339 -802
4727 825 911
8789 3619 12
4496 104 -971
5178 3671 828
8782 3245 -762
7335 7000 406
3294 4263 340
6781 3286 -657
7193 2598 -917
9087 5061 -929
6041 2014 510
4621 7038 -93
7990 2743 600
4028 4867 373
8091 5524 -882
5816 2741 841
2462 7403 876
8006 262 -274
1762 8605 -64
492 3093 607
8920 8880 65
1390 6311 312
1433 3825 -745
8626 6391 -157
5336 5999 593
7259 6637 174
6697 2101 987
7089 8410 -721
3083 7189 -667
1123 1062 -940
1691 182 68
7001 493 -532
8296 9414 -245
4484 6752 -65
7259 4547 -310
8593 6603 -39
5745 4161 -210
1761 3880 -729
2384 2483 683
8442 5882 -784
2502 4729 -914
2578 5602 -104
4316 8839 112
4787 7501 687
4052 6510 -704
8071 5019 -187
6766 5277 -837
2867 524 -961
8312 2953 -409
4657 6201 -601
7217 6778 -596
9228 1580 -436
6790 4531 -782
8595 9143 -630
3868 5717 252
8102 8583 821
6894 4830 392
5037 5336 105
4992 7746 334
1495 9123 -712
2714 5761 -758
5762 1941 -262
7912 2844 -935
6534 529 135
4415 1883 -246
4081 1637 -963
5229 4838 -668
4015 4616 -897
7653 2527 447
2463 1626 -728
117 630 -758
2331 2767 -428
6560 3871 -802
7751 3454 -381
3739 7441 -246
5358 5517 382
4390 3499 -603
464 7152 -931
4590 3617 604
5994 8363 -893
8986 8757 888
6905 6468 -974
6378 4650 -231
1458 1048 -933
1835 1365 -89
2863 7772 -900
5778 6445 -872
9053 1476 -109
2461 4341 521
8987 6979 -571
3245 4962 621
3134 5653 -437
6446 5091 -896
4055 1461 -750
6958 4947 -911
374 1296 498
262 5493 816
692 3268 330
5517 425 -953
3792 7612 -541
2393 5007 -744
7237 3844 -136
7391 4882 926
4249 4881 -365
3906 7274 -943
6571 6892 692
6229 2369 882
6961 4637 -981
4073 1332 -957
8161 2373 907
4253 1316 717
257 1176 -218
5371 5712 -901
3588 3331 318
4516 6256 529
5238 6779 -487
7017 4354 518
706 377 -155
3096 118 659
9478 3526 -762
8070 3732 518
645 1264 -969
2836 7533 474
5280 6457 930
5076 3245 -619
3400 2945 946
148 6620 577
4997 2890 -943
529 8074 533
1485 2992 -921
4627 8508 729
1108 5153 951
5104 2282 -479
6732 7677 -157
6167 373 -411
7819 5821 254
1268 760 -287
2602 1791 -893
6512 2956 773
6153 6429 575
3167 3238 280
3461 2528 -638
5190 1297 -429
2990 3001 -758
6061 944 -624
437 5598 -318
1600 9338 686
7709 4900 184
5685 2787 970
6734 8337 253
8902 6917 -858
6304 472 -465
1990 677 -554
2203 7151 218
3750 6719 466
5926 494 -73
1328 3074 -421
3832 8356 486
8092 5734 537
6724 1735 -811
1391 4516 -514
1679 7236 -779
1683 7105 -119
3379 3119 -791
6858 8740 -29
4363 9476 -973
1949 5942 -483
2734 6922 -946
3966 4303 282
1518 2709 226
5256 2855 -256
700 3402 108
5556 8929 298
8132 2621 625
1302 1217 -768
9218 6788 -361
5041 2826 901
3286 5349 802
9360 3605 989
5763 5039 482
8044 4804 -550
5411 7871 -348
8865 2697 705
5717 6983 -240
3112 6948 -110
4828 6736 -680
6964 2204 -733
5870 2442 -578
8994 7898 333
1577 6549 369
3805 5469 -256
3117 1253 -597
852 8703 681
3674 9459 799
3996 2635 220
4844 5048 -587
1763 6713 -253
4688 9487 -637
4933 3591 -259
6892 1144 116
6606 9134 869
2112 2808 901
8332 863 -691
1403 3362 -632
6410 6491 -821
5139 7972 347
2100 4091 662
5880 6086 702
6094 4287 -427
4579 8760 966
4453 547 -772
6183 3870 -234
3818 6610 996
8358 3488 399
7925 8115 181
5254 2966 957
2060 7880 -305
7941 2362 -691
3854 7101 113
4023 3334 -111
8011 4101 263
770 5905 550
6193 2684 191
7163 2943 -597
6826 3131 -32
207 1761 128
2360 2398 871
753 2785 581
5869 7990 917
3982 1529 -1
4633 6559 -316
1875 2212 -362
2794 5299 -682
6546 903 -924
2156 5352 -153
942 2486 407
4699 493 24
4047 9396 -286
4330 2153 -55
1775 1339 -680
3259 2289 740
1891 9289 726
804 6066 -803
3641 4996 -737
2023 7495 -407
6076 1944 -698
39 3912 -660
7352 5540 51
50 2523 -542
4703 7063 -876
5930 5581 997
2136 6860 -7
2738 6848 -812
6501 5197 -970
5170 1324 -539
1335 9409 601
1770 446 336
2839 3409 39
8793 2158 31
2222 7299 880
8316 3486 -28
5815 4093 -20
3410 6517 -965
1955 5350 909
7526 2410 -831
5239 5680 -415
972 8532 -756
4074 5265 69
5082 8958 301
2755 1381 -387
4254 7465 -83
4207 2500 -502
9042 724 -785
4490 2903 -894
554 4172 -442
3402 1469 231
8710 4831 -714
1819 3114 895
1755 5904 76
4106 2207 -615
2360 5111 -895
5263 6124 -659
3042 402 -765
6153 1540 -967
9405 4845 -638
5901 9269 132
1823 6504 -586
7060 8781 78
7025 8398 809
3122 9419 132
6324 1803 -830
1297 228 -67
5421 1411 74
478 476 361
5600 8550 -634
203 4155 182
5973 2885 747
2494 3999 589
4291 1198 267
6239 2371 -981
1369 5206 -49
3135 5673 -107
890 5533 -645
6416 853 967
1501 159 291
6245 2315 -342
5828 3712 -749
71 25 621
6849 2414 -350
2773 9148 -537
9113 4670 244
6831 7629 673
1983 5827 971
4753 9066 586
6636 5960 784
57 8252 -695
8423 2452 366
198 9287 475
1190 1807 791
2803 5019 -364
6495 5659 -742
684 329 364
2208 5048 -311
1261 2472 253
5383 5599 657
8801 3481 640
5355 9348 678
9110 8483 545
4563 347 -282
7714 460 -203
8746 9318 712
6793 2873 222
9027 3231 -193
8551 4650 -62
9239 2740 712
2029 1773 -173
6382 2049 965
5513 5810 315
5724 8672 284
7327 656 929
2040 4539 871
5343 3803 -332
8109 7442 801
5563 3790 495
3478 3650 937
9504 2184 830
3272 2992 -324
3158 2613 -658
4268 7264 508
6591 6415 -989
1657 6016 -780
3534 4499 797
1941 466 148
1496 160 177
4808 5435 510
5025 9486 975
3390 4023 340
510 2230 989
3601 3430 -368
1679 7720 79
2985 789 -888
5273 3027 -501
2108 2530 -842
1185 3087 266
9129 6217 696
6447 8272 224
8067 5825 -6
149 5942 403
8270 3959 -443
1247 6046 497
5391 6650 -499
3977 302 -742
6154 4909 679
683 2697 54
3659 5279 552
2402 6726 -228
2688 841 46
5512 7685 155
8419 3392 982
7369 4050 -21
5605 216 569
8349 5329 -285
1378 297 -443
9337 1777 409
6056 7938 -850
4260 6091 645
8079 6985 714
7052 7208 -644
1378 2610 11
2863 2894 776
6972 5823 -427
5821 506 -470
7142 3426 -952
842 3659 152
6558 7128 498
1299 2447 104
7381 5355 119
7557 8936 877
1340 6721 934
3569 1116 414
8545 8216 -376
5115 5556 -211
3296 6711 -258
7996 5726 -865
6312 7976 465
70 4315 125
7873 3471 -845
9248 2179 -620
4705 3243 233
5248 9187 -946
1529 2184 -328
6611 3041 -874
3507 1385 461
6181 3682 -909
3665 7525 601
1546 2999 59
2803 6553 -98
8491 4701 -957
8087 8909 488
7135 3076 236
7363 9030 -963
3299 887 519
6313 6494 -747
7766 8476 -120
6358 2051 93
4111 3634 218
75 2183 87
554 332 576
5686 2178 -142
7590 8857 649
327 9415 751
6009 933 360
5186 8380 490
6975 2262 -665
2214 4321 898
4546 3823 -702
254 6454 -967
1803 7671 -641
873 9120 -261
1861 2880 92
1386 4494 -177
8265 138 919
2432 9079 -925
2038 7627 368
39 1997 -296
7405 3763 341
4313 8299 -380
7863 531 880
4357 8785 -746
2723 293 938
2445 994 -564
6094 6811 429
7893 1393 923
3067 6615 635
6556 9404 168
7265 1107 38
5515 4318 -434
6618 804 243
4216 3870 -268
8764 4610 -403
1611 7489 64
138 8370 -852
2957 3341 -532
9099 1733 194
3679 4806 190
5926 4650 972
2770 833 -212
475 2653 -205
819 2514 -964
7459 9482 -840
3276 3682 -806
4596 3461 87
7160 115 -860
5396 8165 -549
4662 6619 601
6115 2440 -603
6268 2319 694
3029 3648 -787
4152 7885 -356
7706 2364 -377
1391 8673 502
5177 7694 -95
668 8875 794
8869 6407 -539
3917 1365 866
843 6062 117
4764 6638 -944
711 2661 -865
5950 6779 -201
6141 2598 172
171 6563 -429
1685 8845 -82
6003 9331 -419
5068 1989 720
4572 2081 563
8885 5346 -141
1140 1533 254
2998 4653 60
4962 2666 -676
4086 7714 -889
5714 5094 434
8034 770 973
6699 4199 982
2752 5459 911
168 1168 -237
314 4662 199
3052 8789 -418
2066 5588 999
9485 3237 765
3805 647 -572
3304 5874 208
7302 4650 -327
9265 588 347
5002 3545 -4
4114 3939 -294
5696 3982 -530
4210 7943 -865
5440 9088 -761
1180 2445 -132
6279 3936 -924
6479 457 927
5936 3823 -67
8466 3924 -656
4544 7157 -247
7123 3639 -566
3814 7102 583
5753 9138 -907
5500 3232 -777
1111 7857 376
916 5113 -1000
9479 6993 677
7743 2555 -715
168 8119 -928
269 7187 -586
8719 3791 761
4365 7469 -650
6350 7721 -178
5457 8262 -185
554 9341 349
3636 3688 861
6396 841 539
2748 917 -259
9481 3380 999
7920 5471 795
5248 3939 -866
2576 8162 -398
8485 5730 -74
6425 5669 732
7793 3328 -579
208 8459 -148
3768 3986 -462
3612 153 -818
7288 3062 842
8616 8890 868
7126 718 -446
9061 1253 -271
4398 5666 -885
6815 8711 -220
1066 4090 -57
47 721 94
6041 7435 952
5134 1568 -689
9244 3139 -373
958 1244 743
3490 2770 -959
1968 6741 100
3254 6098 -138
3829 3487 455
1662 409 564
1943 5369 -247
9005 873 -445
3265 6296 814
8562 5117 382
9115 4740 167
431 8353 577
5162 7161 -777
1309 5265 798
8314 8662 405
3553 3931 -859
8810 3100 181
8583 8398 -286
7380 1971 625
3812 8749 226
41 6592 -417
8168 6619 654
8380 6088 -470
6581 1132 86
1955 3465 -3
9297 1307 -734
8372 1301 -892
7515 7390 992
2816 6306 676
6973 9391 4
7973 2700 -13
2776 3952 -750
7385 7592 -258
9131 867 -258
2559 2276 211
373 3886 722
8367 5163 412
1077 4204 289
8861 8746 352
923 6251 918
1188 7266 -784
1451 2757 291
223 8388 991
9004 3045 -251
7702 116 201
4297 2375 -962
246 7794 -368
1905 4021 339
1492 7526 94
2359 9011 134
242 7467 -846
1202 3054 -802
3280 5783 -630
5042 2954 435
5331 4103 384
1781 4034 357
7213 3249 -555
4635 991 -381
2151 522 539
6304 6661 887
4448 1507 -703
4158 9306 -770
8266 8163 444
9253 5941 -521
1199 6184 193
4755 8032 260
8764 8018 -616
766 4346 831
3368 6979 953
5519 8843 -648
8787 9479 -420
3874 8369 63
5280 4357 -881
5466 2344 -526
8476 9430 271
938 4760 -193
8177 5059 606
3449 7806 -320
8054 6661 -664
7187 574 -694
9377 8937 -854
3834 6195 173
8375 6424 -924
8131 3698 -375
72 3791 -664
2677 521 58
1451 3391 -445
811 1588 910
5438 2920 -514
7137 7446 -375
4838 1049 -918
3163 8729 -387
6072 3928 -526
2534 7828 263
1268 9072 462
8822 330 -821
3156 3865 -434
4253 2057 935
7327 6573 -540
7061 7072 484
8748 3111 -624
4572 4027 392
3710 6409 598
6698 3061 -8
3500 8297 -452
1023 2106 -685
335 658 642
3734 4586 -940
4767 4420 -749
4612 4877 112
1941 901 -546
4426 8429 -988
7895 1924 -507
5104 1902 -100
4369 5233 648
6209 6903 52
283 2763 -175
2685 6314 -550
8055 3986 996
8334 726 -894
6280 236 -448
5725 7427 665
844 1502 -42
1838 3327 -487
5952 7211 -134
7053 6289 -194
3621 7401 -581
2727 5567 -822
6435 4871 93
2319 6152 471
9239 4566 872
4897 7243 986
2822 3484 633
9085 9421 -814
3056 42 112
475 4398 -334
6666 848 636
7384 3461 -815
4122 3636 32
1596 2708 193
2854 42 733
2482 277 -573
5903 1774 -785
7300 6187 415
2169 2124 54
5885 2451 989
8597 1434 776
4959 6432 -383
777 4416 333
9235 62 169
1397 1438 -650
8644 2917 853
9319 4328 990
1763 6111 -405
3735 3633 -657
4974 7734 -701
190 1719 218
7024 2243 -832
8258 7255 -953
2014 7993 60
6877 6337 909
4612 7446 -297
5361 4104 -460
5002 8747 -585
2946 1543 218
2185 7439 392
6533 1300 904
6106 6203 -728
4466 1076 -201
8862 7007 89
1868 4340 605
7563 2073 -736
867 4111 -268
6 8918 -652
5499 5723 -951
1587 4604 3
4893 3308 -172
1288 1456 -278
6012 8530 477
1747 9479 171
606 2495 -695
3325 5149 -48
5407 2986 775
2343 4530 -438
8546 4381 -759
1207 7218 -720
6787 3451 -30
8930 6235 -479
8585 5590 237
7160 4373 372
9080 9375 -341
2170 8647 538
2111 8642 -633
2781 8024 -750
153 4581 -704
8519 971 -383
6143 8255 377
9434 2743 -882
3781 1262 -87
360 3878 -136
8197 312 181
7893 2226 840
6901 6309 -320
6639 4362 598
8547 4783 210
2867 1013 243
1037 2327 -1
3850 7295 57
3658 2480 -864
6197 3779 -943
124 1339 630
3719 764 -548
5018 4211 135
748 463 -898
1607 9034 -754
339 7968 978
7937 6821 529
5109 7697 767
1040 3890 -510
7436 7533 -236
574 5374 -496
8089 719 813
75 5044 -811
6605 294 813
9163 4255 190
7345 5061 -464
3605 1078 194
9149 5046 644
9405 3859 712
7802 8335 297
2788 4710 529
5030 7467 -188
5862 8376 -214
374 4878 -367
2228 702 -839
3462 2474 421
3245 2609 93
3020 4478 870
636 5020 369
2570 1767 -271
2315 6886 -687
6900 3746 -159
5712 1017 -87
6687 5558 866
4947 9329 444
2062 4567 -878
2911 6370 -231
7492 3442 546
875 8689 -693
6996 3085 153
7673 9058 77
5298 4595 110
7903 2394 -999
4023 3081 720
2845 8819 410
739 6099 -794
6628 9284 -263
3968 7349 984
8380 7280 -875
3421 6586 987
3385 6075 553
7471 4252 905
1405 5164 -592
4274 7546 -211
8490 5212 584
8181 4659 -757
6755 7823 894
8764 721 493
2925 1356 666
2039 6915 -522
4198 5203 -920
1223 3190 -343
9275 3632 837
8314 9153 613
3064 4834 777
6874 9028 -440
5893 2341 817
2441 2261 896
2802 8337 -291
1024 8861 716
936 6146 -73
7817 7349 984
8540 1548 61
3254 662 555
3151 4575 -514
4030 6188 748
4418 6499 766
6237 6953 675
3083 4286 -110
1023 5747 -729
6501 2241 -817
1208 876 830
5466 530 -119
2004 993 684
3691 2830 950
2655 7896 834
2076 6736 628
4309 7978 685
5786 8228 62
4272 6354 -549
1299 2481 943
2694 6137 -93
8742 7444 -606
6967 2748 598
6909 6579 -80
6496 5512 -817
7802 1115 -613
3057 5353 100
6074 1996 790
2161 1600 -649
4571 5193 -881
1026 5823 -726
4133 3878 -40
5002 4948 -330
8904 950 925
2348 5351 -491
5922 5756 300
5970 6859 214
4119 5122 869
6153 3211 509
8990 1801 130
71 5606 81
1227 6241 533
1948 8498 -380
9328 7232 374
9324 8480 961
4489 6325 557
2053 2950 -952
3906 4642 208
1655 9050 -72
3466 4928 -582
8846 568 -357
6504 9112 -221
7340 8060 -499
1879 1546 40
8763 3662 973
7518 2453 -168
1900 3520 -188
8065 5436 685
3299 296 -74
6560 9145 -778
89 3387 -997
1477 7211 -77
7156 1316 -125
4375 1479 -797
2616 1627 -185
9364 4236 499
9243 1726 -721
6503 1047 823
1256 8946 -404
8882 7829 588
8177 4325 340
6314 5237 -788
4719 1563 -324
7350 6022 521
6090 2422 143
6368 2529 877
5839 5870 289
3118 4018 -787
9019 2325 -862
8807 3908 39
2280 1243 -470
3038 5849 -572
6134 947 829
8387 1713 -409
2265 6002 -819
3692 6382 -895
3288 4912 8
5444 8116 -493
6796 3654 -367
7679 2520 602
4386 3396 832
4158 817 -473
8143 3115 -487
6196 7468 -458
8229 9226 -669
3291 1631 -868
6435 5240 105
484 8741 -325
5448 2771 690
985 2059 -231
4038 495 -795
5003 3510 188
7402 8783 303
6255 8930 -427
4434 5083 -540
1677 4355 -890
2850 2230 80
1358 3361 500
7793 3586 -516
5742 6914 104
1245 7093 -41
4188 1214 212
3009 743 -415
6220 330 -941
8142 7120 118
2932 548 -292
6964 3985 -825
1100 6737 56
309 7849 -378
6963 8032 -367
7092 6193 -862
8489 3179 -742
4925 8553 -226
8348 490 285
7396 1606 -425
2949 1023 -902
1634 530 -416
8591 9203 271
5060 8960 993
5542 8176 -954
2517 9315 -961
4188 3434 388
8604 1936 451
3760 9239 919
6972 7811 -584
4243 9395 650
