20
972 1932
648 805 514
607 564 749
471 532 337
788 688 595
694 267 444
458 66 134
118 81 860
175 85 242
98 385 716
789 603 531
40 114 8
126 128 325
366 639 806
559 782 10
663 516 935
690 313 613
330 683 148
345 397 320
31 497 947
562 401 496
398 291 840
691 419 10
61 294 97
351 348 525
346 58 295
167 450 525
737 170 600
805 188 517
439 774 346
639 596 551
89 518 149
255 88 292
866 354 340
462 512 371
594 148 117
693 388 528
607 828 462
136 102 225
252 455 52
7 200 961
202 293 542
401 659 824
217 419 946
192 768 725
460 114 611
386 556 61
531 773 820
654 474 982
593 728 297
70 831 647
619 533 442
819 788 522
46 793 220
257 832 490
217 743 407
103 606 722
574 748 113
376 802 620
407 82 716
446 361 525
667 140 887
740 416 209
37 622 776
438 8 461
563 421 472
160 242 624
141 835 766
196 674 838
771 793 202
867 107 286
756 296 158
409 284 239
241 370 800
220 68 142
492 580 608
494 488 26
428 127 187
552 812 267
587 90 397
99 798 308
215 750 623
465 776 183
570 486 231
603 673 353
828 698 552
571 677 416
770 338 161
397 711 987
361 7 450
283 19 495
257 638 861
254 668 154
121 382 787
323 403 149
675 810 605
477 93 674
214 16 765
549 11 640
840 511 540
807 735 520
522 300 398
834 30 883
430 562 316
832 101 497
597 343 552
298 85 120
374 818 712
218 184 267
592 407 39
820 18 176
588 654 493
687 261 184
54 473 3
268 687 996
830 458 30
2 633 701
730 244 530
632 146 334
822 851 732
30 683 786
502 722 979
110 470 767
125 449 928
214 831 328
642 141 621
498 196 153
509 660 817
81 559 529
565 277 582
360 493 809
269 762 53
60 258 36
450 791 854
379 327 113
319 502 316
804 557 180
233 557 254
288 691 832
34 511 872
277 59 872
60 764 293
794 105 840
645 182 152
378 567 539
2 496 109
853 608 645
512 817 592
49 321 98
864 584 607
200 137 203
624 275 805
5 240 525
772 213 105
778 659 310
686 605 382
837 703 795
322 528 303
754 777 55
35 542 599
302 745 122
221 150 70
196 109 315
366 779 19
670 762 521
135 208 596
851 274 673
541 633 276
522 236 881
642 728 750
200 137 228
21 525 689
458 357 710
31 449 824
220 112 736
331 836 292
289 831 554
327 806 719
356 677 572
523 79 438
382 625 216
634 168 475
792 321 27
35 670 381
719 778 399
80 626 881
611 390 418
184 787 207
395 871 199
568 562 10
363 390 393
33 750 216
430 383 138
66 192 518
246 110 403
66 800 330
217 523 409
404 169 687
567 206 280
43 124 428
565 61 614
245 821 231
683 85 880
361 467 259
699 237 674
728 352 701
696 469 526
506 484 428
312 204 240
677 313 31
320 396 614
429 520 89
184 773 738
439 208 300
749 471 823
220 61 147
132 826 370
268 38 866
66 720 408
608 770 29
506 826 28
534 42 741
147 517 301
719 839 659
479 526 698
719 782 541
660 622 935
227 432 6
666 590 773
354 804 688
627 372 164
553 96 542
762 24 677
403 503 332
310 322 151
790 239 648
15 643 628
281 741 319
73 865 192
381 265 520
855 427 844
430 654 811
358 748 251
327 242 157
69 535 619
641 628 697
690 314 527
859 258 617
183 602 204
860 396 946
697 509 409
779 122 203
357 7 170
375 779 292
861 331 758
127 395 465
578 678 758
736 250 131
55 654 162
680 667 33
740 130 224
134 406 753
303 101 673
578 86 90
389 511 405
377 466 249
800 685 398
578 808 219
133 70 88
113 729 627
222 847 700
266 732 181
677 614 291
752 819 951
154 850 170
782 451 400
629 404 620
25 300 511
710 839 348
726 557 424
772 294 400
331 763 98
335 534 719
350 596 871
549 812 854
576 848 883
325 191 892
210 605 199
812 693 440
555 104 850
16 70 823
636 109 510
194 105 202
330 118 581
636 698 292
303 552 580
10 858 16
284 826 134
643 303 894
182 8 373
853 363 873
542 52 418
328 458 936
204 67 40
775 853 583
613 36 622
599 328 674
546 587 273
669 63 931
453 465 538
694 343 184
823 625 276
36 462 188
183 505 803
707 7 633
446 558 376
340 412 787
24 666 194
683 468 91
791 843 203
608 188 601
524 90 899
841 139 511
330 81 4
386 471 365
555 766 517
236 819 806
343 256 257
225 510 306
184 581 689
668 52 411
289 142 499
754 205 823
784 301 306
502 586 408
679 568 542
94 734 867
551 637 992
666 626 229
4 455 630
175 585 523
253 804 705
668 526 739
511 675 914
131 795 895
803 377 967
524 473 912
567 334 389
61 130 445
136 204 932
694 574 730
164 431 941
141 525 91
300 483 157
304 88 427
728 48 909
749 21 439
545 650 401
753 180 326
533 181 323
347 481 261
218 849 502
762 690 886
416 807 264
247 646 503
776 712 845
743 276 535
242 413 121
234 495 170
265 284 153
224 805 133
635 871 816
869 550 681
850 657 553
302 805 152
55 325 625
327 497 773
205 369 762
317 588 300
376 669 121
585 817 696
478 767 106
396 635 991
347 691 9
665 565 352
94 364 541
257 324 363
702 151 860
586 214 692
468 211 401
798 856 567
209 106 446
49 307 696
859 369 346
78 615 736
796 476 262
798 358 243
96 841 823
81 259 93
289 118 580
470 387 859
746 681 323
210 247 733
314 518 924
132 799 592
646 750 36
501 856 102
6 436 43
716 402 944
634 188 265
58 179 87
376 336 446
95 170 918
167 333 308
184 802 797
637 709 528
357 604 832
216 523 965
149 54 356
429 352 28
282 666 106
782 151 988
443 506 447
764 67 700
686 692 166
62 95 835
425 493 899
468 853 316
579 479 252
364 537 876
280 546 534
226 754 693
865 336 585
155 261 970
810 50 574
798 788 593
406 476 446
472 791 6
108 397 87
817 293 968
185 172 559
788 606 72
789 426 855
494 540 299
532 624 691
66 82 761
245 546 131
618 121 365
548 816 792
14 825 794
488 747 52
111 626 939
241 541 668
659 325 275
234 269 185
787 627 608
416 743 245
111 562 416
848 535 803
484 450 945
129 241 715
642 244 266
777 847 453
806 277 31
260 509 768
868 671 487
52 518 156
339 645 809
1 188 533
44 1 646
279 838 974
771 283 434
177 204 228
119 696 509
27 155 108
97 783 23
701 345 222
220 187 372
91 422 827
749 261 840
301 345 781
631 73 24
558 96 595
643 338 789
772 132 618
801 138 211
810 607 839
313 481 39
74 201 394
554 88 444
284 323 902
605 430 607
674 7 371
189 835 267
718 157 809
170 459 207
463 605 246
485 150 759
234 267 230
824 184 673
446 662 78
298 329 620
685 7 462
417 370 485
30 257 579
424 14 245
451 358 421
136 802 222
571 324 686
654 400 409
803 860 471
395 406 732
338 217 751
630 811 92
439 572 346
726 288 904
365 100 418
48 654 986
486 752 612
338 22 260
654 497 699
369 648 819
375 237 244
159 414 112
428 829 584
423 118 888
570 427 194
105 719 98
11 285 252
692 644 562
114 405 369
716 548 549
628 157 957
644 739 971
11 151 591
214 166 914
524 283 613
134 48 342
323 616 181
180 819 114
610 753 457
468 512 77
454 297 792
267 383 956
140 821 664
750 820 370
162 208 638
550 479 576
649 610 716
164 206 383
336 453 897
655 698 874
90 163 149
449 850 334
265 174 487
59 528 657
87 109 575
629 117 350
599 245 259
823 327 754
134 410 361
126 260 440
767 586 410
388 671 451
394 501 629
149 497 678
86 101 923
718 687 86
268 477 228
243 75 82
603 176 24
775 77 723
779 531 848
576 52 776
783 417 737
101 732 70
683 654 716
751 61 119
481 592 880
483 152 615
615 134 293
826 520 389
339 208 139
413 779 799
144 134 590
45 54 816
81 366 883
280 277 106
620 187 328
141 754 4
506 124 980
269 595 857
366 83 542
424 288 133
396 75 14
701 446 895
160 842 699
439 422 602
159 50 696
518 711 579
435 723 821
549 262 322
453 159 334
568 596 371
463 611 761
348 178 800
753 175 775
96 491 672
489 38 51
82 704 721
501 108 519
400 453 583
521 723 493
589 227 505
826 265 606
764 236 56
133 298 112
179 720 390
673 664 960
212 724 905
680 856 330
746 727 921
774 260 706
765 212 140
474 642 782
797 614 588
801 825 930
148 780 225
608 276 985
333 508 869
170 616 584
299 195 899
783 48 154
779 237 603
814 62 484
825 392 17
522 238 30
384 316 964
533 613 139
616 528 25
156 249 31
557 15 771
681 103 432
55 557 229
632 450 684
546 488 759
54 383 253
855 332 133
450 352 519
605 250 722
704 628 215
1 37 252
625 765 189
337 764 288
718 624 890
675 786 315
263 666 824
351 842 699
541 536 2
270 322 166
355 70 262
666 802 519
150 847 309
628 269 307
553 50 745
631 742 673
173 43 174
239 412 273
387 745 106
482 682 265
152 709 613
617 133 954
404 680 384
457 544 551
254 104 198
198 54 101
689 522 497
323 216 68
395 331 658
425 444 625
586 102 874
154 850 78
206 112 442
778 789 379
754 299 324
842 37 858
175 281 320
285 719 435
577 440 750
750 736 520
855 245 408
95 226 912
768 696 196
156 81 357
357 761 504
67 164 375
216 789 741
255 358 260
76 536 967
748 273 987
190 707 524
72 730 372
144 219 288
133 383 384
108 769 525
480 483 642
449 35 824
580 38 700
482 342 5
474 153 542
724 656 473
639 514 921
92 188 731
8 402 259
798 223 530
278 95 960
487 632 108
394 333 147
688 148 43
656 568 614
534 375 361
690 231 586
826 512 811
393 297 485
479 416 551
195 836 542
140 829 99
683 399 12
98 261 346
382 531 903
816 232 762
118 87 38
211 70 151
103 659 165
752 657 446
461 36 535
710 297 46
274 77 748
698 807 867
684 629 547
605 67 249
720 699 12
69 431 28
571 590 356
374 707 440
157 220 593
688 276 954
384 682 297
463 612 63
608 531 851
537 292 262
529 596 89
859 846 926
689 429 862
609 554 226
653 724 442
267 384 653
720 165 528
744 315 930
344 844 20
199 65 22
37 763 377
815 154 391
179 833 440
60 807 660
489 540 219
854 496 181
111 859 400
387 74 845
71 286 653
113 775 541
523 689 331
109 573 91
589 214 672
465 834 167
675 685 735
573 526 757
623 620 1
214 420 858
589 677 373
338 191 408
668 107 571
379 347 271
320 241 231
358 50 611
687 833 916
771 222 293
127 729 501
713 678 802
524 246 370
557 163 692
236 194 781
496 871 733
260 510 196
365 525 202
385 526 950
754 355 310
7 775 728
126 798 77
60 816 389
56 126 364
530 871 995
302 180 117
385 92 929
549 593 765
813 7 17
251 841 543
643 296 693
774 495 646
856 288 278
566 546 679
695 799 870
427 826 295
758 440 546
440 33 381
782 235 796
778 327 987
733 772 896
786 310 569
404 584 346
83 797 979
104 622 207
79 114 485
678 367 790
637 139 128
700 268 945
222 858 604
36 787 262
144 10 294
152 382 19
869 548 686
295 1 669
458 474 616
437 498 2
67 23 658
46 182 605
565 438 712
268 500 179
446 19 674
287 657 758
446 417 424
46 327 597
655 658 280
74 455 437
498 680 774
861 659 590
858 213 766
548 615 868
511 342 313
415 232 142
760 31 400
97 620 341
201 753 974
120 676 62
723 573 431
1 338 211
603 455 724
548 264 133
485 366 155
458 658 50
562 383 489
609 186 71
856 333 130
809 583 182
473 86 987
116 785 895
633 863 779
295 95 190
595 508 952
680 412 590
89 379 490
667 440 606
167 509 695
152 161 329
750 114 176
488 22 992
535 705 772
263 391 638
759 112 464
267 732 327
432 167 662
607 408 250
594 631 12
557 94 754
198 656 954
649 684 596
473 24 188
573 268 374
870 427 970
311 34 969
680 60 711
16 370 714
4 478 200
388 258 109
600 212 472
816 218 977
115 702 715
416 119 965
434 704 106
663 829 10
209 580 13
462 558 193
629 447 650
166 439 408
236 617 161
20 497 829
10 106 501
544 358 296
333 273 139
615 773 444
352 590 92
76 185 324
333 167 128
734 314 404
2 290 159
458 594 456
866 570 886
88 738 719
869 537 651
435 402 405
595 240 202
848 125 649
569 792 993
112 765 598
336 793 844
156 275 714
340 264 946
730 788 893
801 394 264
125 158 908
302 218 949
248 366 147
602 392 219
529 653 174
769 416 376
387 220 69
592 503 637
857 108 791
1 833 665
341 671 301
405 178 380
650 678 952
190 432 789
518 100 49
832 343 570
543 327 867
712 718 696
604 822 10
559 587 775
749 31 303
314 363 82
493 865 617
491 286 202
501 392 764
177 310 293
789 835 291
585 509 418
522 224 584
166 851 771
527 216 710
311 96 407
263 798 692
840 58 955
669 523 291
277 627 790
392 707 971
526 347 169
840 693 129
526 474 185
129 796 998
12 501 298
316 295 211
572 332 751
430 105 998
731 405 268
234 441 832
266 738 250
820 325 550
242 100 996
352 371 974
856 145 539
118 164 618
38 598 917
473 294 350
746 775 440
716 592 134
764 829 350
139 580 662
387 175 523
819 232 760
459 725 510
147 97 572
445 795 833
869 431 503
53 358 215
341 425 840
174 708 921
859 570 865
831 158 716
184 161 569
778 272 482
285 341 684
341 869 621
205 795 274
32 760 112
802 276 157
219 4 869
553 764 718
147 804 211
613 96 592
707 624 413
199 496 7
679 702 91
701 460 114
232 46 162
194 767 48
543 160 145
446 496 754
35 718 280
6 150 32
243 110 663
347 797 422
491 722 610
109 122 790
830 536 30
377 859 846
115 849 439
630 779 902
832 158 734
245 324 729
580 253 122
327 650 214
320 387 355
471 180 32
437 553 893
719 763 970
397 750 846
341 709 130
225 254 956
276 831 609
864 350 828
67 38 545
670 759 902
856 708 194
606 207 900
804 624 369
616 80 22
500 244 760
658 189 420
10 118 834
79 674 786
44 47 758
563 537 709
592 589 830
855 776 363
534 618 290
308 525 99
714 40 465
387 172 828
439 432 594
632 863 795
19 527 652
694 205 4
121 574 710
806 278 149
844 770 679
796 493 968
678 348 794
87 186 408
130 582 225
460 13 722
379 440 535
610 567 771
146 273 988
489 259 539
756 787 678
631 568 311
597 490 253
465 191 718
286 174 287
600 738 122
420 690 171
706 761 458
617 300 376
16 35 974
864 221 676
202 388 715
324 781 693
604 205 28
6 17 364
827 378 337
477 719 9
804 395 745
804 370 598
283 5 223
334 674 18
268 723 190
796 338 250
22 767 12
214 66 995
305 177 800
283 733 447
606 852 57
308 351 253
455 603 785
778 811 244
833 519 253
288 191 283
766 379 204
106 793 875
208 696 479
858 847 151
825 814 322
749 634 609
207 340 611
89 421 51
759 512 286
185 253 637
359 569 575
555 12 492
746 405 443
810 466 445
458 179 985
218 185 41
637 461 847
794 697 433
611 383 976
768 257 657
128 439 640
706 734 602
356 708 213
672 574 963
217 605 339
71 629 859
106 94 484
507 165 205
192 151 3
415 235 201
322 351 850
20 436 982
657 576 298
560 257 301
537 739 67
477 576 876
776 61 882
560 511 307
832 63 190
747 657 764
11 59 417
806 808 925
791 721 839
584 556 177
128 785 719
637 755 750
711 812 486
24 726 560
799 107 664
849 185 829
81 624 535
623 1 232
805 403 154
120 300 853
260 221 320
472 780 688
757 515 608
546 831 89
323 92 443
133 50 194
808 120 830
254 637 667
496 310 417
238 659 385
645 357 171
178 123 859
469 427 834
759 837 923
578 181 290
308 586 449
339 647 486
135 65 225
520 274 628
80 823 779
193 106 819
121 812 975
598 296 291
382 61 567
486 419 34
397 562 4
157 341 701
709 689 55
20 17 840
207 578 672
53 352 544
282 129 822
183 573 456
149 686 538
414 404 300
409 777 698
158 516 191
763 31 535
633 353 585
569 834 82
124 224 267
72 716 178
70 572 651
31 80 216
659 117 729
816 658 529
650 407 980
364 192 976
358 616 872
495 119 566
396 334 764
399 93 35
690 107 543
440 510 7
338 232 728
829 284 700
39 128 960
449 837 478
335 755 609
420 392 496
190 727 26
86 151 272
655 746 205
139 415 525
56 23 448
787 765 745
703 444 191
280 225 764
636 100 500
521 377 886
324 742 20
863 104 932
622 700 302
419 330 645
364 80 413
715 56 949
632 299 323
837 848 361
271 110 830
25 196 842
580 216 683
703 701 568
285 127 203
99 752 169
737 685 946
522 698 472
228 572 269
69 152 314
289 383 163
697 425 141
622 565 972
805 598 87
789 724 215
497 463 719
686 288 501
419 357 632
368 286 994
327 406 507
432 337 311
442 506 428
728 366 241
806 797 327
285 864 694
199 784 3
36 90 207
332 301 704
842 743 924
114 197 499
666 826 475
98 795 977
851 385 931
668 233 395
849 485 507
528 744 661
863 561 51
608 197 267
243 178 236
482 421 758
841 837 325
65 821 85
157 633 696
204 497 744
283 853 626
36 573 429
484 546 489
311 48 54
647 396 589
580 589 19
124 287 835
43 236 540
629 714 339
422 600 261
76 323 709
79 271 512
41 753 353
862 28 552
9 255 855
832 855 4
702 512 921
335 213 367
368 739 335
44 358 922
301 573 752
768 197 986
549 594 544
694 360 79
24 502 361
416 463 725
593 857 843
466 143 497
302 413 689
574 261 774
377 34 682
773 73 8
565 411 471
421 213 869
130 209 361
456 585 485
417 755 455
860 433 795
649 717 977
61 414 883
191 835 500
113 615 931
827 338 821
155 591 400
365 61 208
698 792 546
118 532 592
834 314 577
101 599 54
79 65 13
397 306 617
584 106 362
648 653 182
432 500 618
14 470 469
555 593 563
737 586 117
578 754 68
772 637 958
460 654 940
437 119 862
273 860 880
14 588 201
502 214 46
651 297 61
233 586 849
249 366 482
301 262 660
767 689 752
438 775 529
292 589 755
338 389 491
686 517 334
197 831 833
147 672 208
619 691 636
297 404 988
435 68 533
763 26 122
606 764 96
427 77 51
628 702 814
444 525 581
754 577 610
660 684 910
131 170 423
449 306 378
331 477 563
639 845 411
212 452 636
53 587 372
797 558 914
793 69 107
290 266 454
116 740 230
275 659 662
346 473 463
57 184 677
633 373 423
470 355 890
251 132 615
702 90 629
704 570 888
653 50 723
797 394 833
49 443 931
799 298 551
515 178 613
82 458 464
189 11 651
78 679 127
831 571 831
866 189 210
308 817 680
185 335 8
697 170 825
570 33 718
233 644 275
475 648 767
120 862 97
497 553 475
439 436 76
356 9 905
354 44 560
18 21 423
187 572 207
637 324 42
725 666 665
142 674 190
79 649 208
137 497 308
248 692 511
526 287 991
368 687 894
812 136 897
712 10 663
20 396 706
614 630 856
657 710 388
65 580 769
92 702 442
136 342 149
139 417 66
857 773 968
611 533 817
672 351 950
469 341 386
344 688 361
528 765 569
791 564 127
18 180 266
61 712 162
255 147 267
481 855 305
278 509 845
449 274 53
280 583 93
364 149 26
45 524 956
792 729 148
485 682 448
281 510 438
141 20 453
550 434 218
148 172 862
557 281 939
491 266 782
108 406 164
244 850 44
742 178 55
573 12 577
858 579 159
638 72 875
823 851 125
74 862 944
143 497 975
840 50 800
860 591 223
100 70 952
430 810 519
386 607 583
455 825 553
517 653 260
394 78 206
793 115 355
719 809 948
711 572 919
265 758 42
777 254 6
268 552 885
561 442 294
101 721 88
530 677 56
172 642 62
194 507 491
670 73 727
218 447 366
433 501 766
304 671 414
403 853 437
397 478 628
612 564 642
525 179 361
60 684 806
544 104 878
710 645 926
452 298 622
503 444 333
541 330 861
239 234 84
585 768 739
612 750 689
519 837 921
636 781 170
210 698 741
161 642 700
247 97 434
672 665 727
550 866 681
516 697 352
270 612 467
347 159 881
99 208 567
371 739 823
786 574 209
18 241 651
182 92 806
560 381 107
690 666 23
482 783 226
16 289 385
628 778 477
676 838 246
220 23 207
830 836 687
568 228 459
177 765 40
43 188 141
574 410 57
342 451 581
55 671 213
83 171 967
725 346 879
530 626 991
143 373 959
841 453 849
684 697 799
70 288 755
667 719 437
427 40 772
842 395 670
99 784 634
251 461 11
611 412 467
145 549 619
275 825 271
53 408 555
44 719 549
196 552 456
77 842 638
123 772 725
454 649 128
126 465 851
566 380 861
544 687 452
102 629 893
275 237 428
562 232 907
74 693 247
88 361 644
386 730 844
434 653 297
552 562 659
217 855 826
661 414 841
770 342 384
720 60 543
206 696 54
704 735 816
834 212 59
424 753 784
55 740 146
103 343 342
499 13 537
619 306 293
378 599 525
842 50 599
335 277 118
521 40 448
277 171 605
741 769 305
162 266 963
534 283 200
584 545 374
556 695 959
397 699 402
552 580 200
781 313 818
390 623 670
800 864 703
536 133 816
724 270 640
223 228 661
96 225 468
563 375 860
254 609 554
786 515 492
359 319 318
4 692 4
320 314 206
468 850 987
707 585 598
529 817 145
753 540 553
245 207 83
517 152 266
229 369 393
303 621 687
779 292 362
555 214 405
680 643 572
149 757 301
8 109 734
43 69 331
119 153 560
653 648 56
383 520 803
464 749 162
218 490 975
717 773 496
853 781 222
267 595 314
290 196 739
509 670 273
751 334 741
144 209 216
280 82 290
351 599 205
475 546 924
356 488 686
215 253 486
491 781 452
816 504 981
726 244 850
861 268 868
161 696 722
619 236 137
672 700 49
504 680 889
490 800 804
29 621 507
571 729 884
398 101 872
48 374 286
730 842 918
84 28 316
580 244 440
352 356 943
770 295 50
393 459 232
635 14 971
842 322 695
388 446 544
866 580 195
538 165 141
487 430 528
740 235 132
679 194 425
784 568 956
407 840 460
590 286 310
51 607 84
500 483 409
850 110 513
392 320 627
753 435 414
750 158 561
854 469 678
254 795 917
729 336 249
731 176 859
868 535 755
37 656 578
735 791 814
247 196 102
734 49 71
646 470 758
423 846 422
396 379 467
210 634 207
825 583 370
210 181 336
603 438 425
239 518 935
106 728 53
777 829 336
119 743 921
464 592 793
448 178 556
236 765 396
787 769 685
344 225 233
749 252 14
247 201 3
751 7 586
572 774 279
785 292 309
241 361 892
599 536 867
76 845 474
721 774 12
806 282 440
40 441 352
198 542 135
386 129 782
647 695 254
87 276 384
600 662 474
378 280 351
815 834 287
786 37 485
282 603 88
406 325 93
389 419 557
620 777 725
96 425 90
522 658 423
192 286 878
311 384 766
159 721 99
735 598 757
135 27 843
501 696 738
871 213 366
847 365 397
9 156 751
784 843 25
240 752 490
645 640 886
124 645 657
588 428 781
432 851 496
877 1709
803 569 373
719 252 888
102 194 562
863 362 877
218 369 182
549 422 887
40 557 404
472 860 575
57 13 104
351 547 380
1 702 72
249 448 593
456 168 559
654 450 720
847 348 549
483 510 663
796 95 149
444 715 920
509 757 282
643 860 670
641 734 819
591 445 219
146 520 438
284 587 153
775 361 534
645 81 913
486 802 265
778 431 956
774 568 841
126 361 812
282 475 516
549 793 949
515 496 637
289 706 496
30 168 809
136 458 562
789 357 951
138 105 275
138 694 959
632 158 19
367 577 524
756 173 211
165 709 461
577 725 283
168 691 283
870 370 23
40 458 815
860 287 288
526 728 956
368 770 548
771 736 160
425 518 363
408 221 861
617 328 647
388 29 127
837 744 498
385 306 450
828 160 336
663 78 258
585 172 337
194 114 303
12 157 295
200 120 530
854 434 521
339 245 827
221 294 542
368 271 374
445 717 118
483 697 998
666 637 341
191 600 376
806 464 919
484 687 94
240 715 782
534 284 294
555 867 58
364 567 284
389 386 23
319 204 785
133 199 837
845 374 765
765 840 247
861 614 389
366 23 358
687 158 596
263 502 247
438 789 384
603 732 769
166 470 776
518 812 861
823 732 660
680 163 805
275 744 656
167 796 230
872 346 578
665 703 255
415 720 942
696 691 131
197 320 926
367 834 793
676 33 518
744 590 628
82 2 817
132 543 690
338 540 308
285 314 648
441 86 711
383 401 80
395 754 908
756 422 803
540 121 868
689 424 3
327 595 101
464 615 897
576 730 393
754 459 445
46 846 280
651 585 782
775 84 668
121 741 550
504 365 836
758 298 826
860 128 601
494 699 737
846 713 595
338 506 765
326 264 568
455 612 948
114 639 394
153 163 775
525 848 634
309 526 267
155 404 856
355 719 751
650 770 854
300 625 490
109 419 211
568 537 974
788 522 745
764 4 597
500 159 327
76 282 629
406 446 166
820 773 716
85 752 556
629 719 440
155 752 118
420 99 7
525 150 445
194 426 237
621 457 614
189 712 830
332 106 888
81 294 562
644 303 209
455 547 930
139 732 960
340 466 853
238 395 891
338 520 353
253 63 226
163 407 449
491 827 122
393 404 881
103 428 584
747 874 401
592 546 835
322 48 332
44 825 841
299 246 330
786 283 290
555 815 552
473 345 102
462 329 285
387 663 739
2 245 863
810 493 317
872 857 356
850 686 967
473 434 719
217 92 427
2 506 979
15 489 741
864 770 620
36 713 566
362 323 379
622 536 41
133 242 625
786 331 794
818 669 537
91 749 434
219 264 32
649 44 738
694 390 685
55 272 752
395 446 343
197 508 708
113 501 712
820 454 398
291 101 20
639 418 277
126 388 495
489 728 334
228 209 95
265 737 792
796 854 903
172 303 667
15 851 992
410 269 635
268 218 759
481 314 748
326 260 114
140 514 447
868 273 17
780 449 38
348 3 710
471 437 922
305 644 922
410 541 328
75 116 994
109 425 841
384 382 84
511 81 187
208 447 699
8 320 539
290 427 573
389 360 14
703 291 79
555 345 814
604 395 258
462 9 824
288 838 433
697 650 923
393 365 827
482 131 344
855 324 440
11 682 492
754 625 621
800 376 446
712 316 688
9 183 966
852 646 878
149 108 769
556 367 331
127 253 832
431 343 352
719 256 61
539 448 995
200 376 544
481 805 590
378 225 919
115 106 995
353 57 340
596 602 284
274 505 546
735 570 660
852 269 960
102 724 63
770 219 785
764 197 304
813 246 302
623 781 812
831 478 877
313 782 701
602 847 91
609 489 529
602 18 38
458 501 760
856 650 98
504 253 850
506 394 83
676 68 960
267 596 885
848 229 728
118 8 51
629 763 582
513 154 877
176 833 531
387 6 320
454 606 377
503 650 526
749 123 174
39 572 434
14 460 446
441 703 579
330 485 527
754 58 19
394 389 551
262 283 808
160 845 699
589 607 242
477 43 455
198 803 515
360 119 616
104 530 420
47 462 320
321 45 691
468 347 331
856 523 486
46 33 372
588 228 229
805 348 741
656 506 367
257 88 531
46 56 237
319 27 628
100 713 816
805 808 705
624 364 759
601 594 455
136 409 816
336 646 790
619 585 424
479 481 365
710 270 464
649 544 3
339 366 597
831 469 621
656 342 237
142 484 434
662 422 312
583 850 553
206 203 157
348 461 488
13 142 806
263 317 644
852 64 276
20 526 7
328 149 956
138 344 139
561 16 798
805 307 499
398 369 342
217 692 218
214 114 794
621 64 279
36 458 286
141 105 638
775 379 34
660 830 58
475 103 421
848 628 724
205 682 848
361 657 154
392 639 188
827 868 259
535 309 689
390 623 95
717 840 687
469 36 44
76 499 132
699 293 205
331 39 105
434 827 675
428 634 45
326 143 907
823 25 741
418 258 774
733 636 595
739 634 133
855 597 134
696 149 400
515 522 457
572 579 356
483 840 798
333 800 808
101 99 602
660 552 215
481 381 855
439 74 298
558 202 334
699 240 664
319 232 441
300 313 806
199 401 964
376 18 986
2 762 490
64 608 288
471 32 595
10 51 385
89 524 935
739 319 995
287 333 114
208 727 506
419 296 237
501 234 717
489 512 252
202 9 98
499 309 960
102 433 887
376 86 203
773 742 833
234 674 844
701 313 713
135 295 312
405 819 803
756 771 234
714 765 489
802 487 25
769 772 198
177 785 630
450 812 695
854 496 162
406 630 361
392 561 256
307 627 653
479 328 342
392 506 143
235 374 378
725 573 178
217 639 433
784 434 401
826 422 44
618 320 882
380 567 164
690 791 836
246 39 129
146 831 68
118 863 326
830 815 861
783 242 537
824 506 250
227 641 153
441 665 221
524 86 739
255 62 140
497 600 598
695 854 259
814 203 477
439 748 954
690 578 310
278 489 678
164 606 124
554 109 732
524 438 162
54 305 185
521 775 29
201 86 983
189 795 724
598 387 434
10 438 251
396 309 456
447 641 914
128 269 720
501 829 908
707 623 815
534 590 539
475 705 382
158 483 14
169 414 761
72 732 615
184 332 346
753 145 530
149 770 877
518 277 889
738 603 744
317 413 898
681 701 811
290 699 704
775 723 464
832 714 330
632 2 63
402 825 787
573 277 506
758 524 45
767 471 190
842 379 251
228 467 387
358 454 957
83 603 4
774 180 198
156 453 626
652 63 221
402 175 702
816 418 216
266 96 840
308 755 962
312 94 592
593 355 78
226 270 111
156 392 420
510 151 32
396 474 735
323 537 273
153 642 658
371 332 645
783 257 468
339 273 745
43 9 415
190 427 575
834 827 929
101 5 349
849 323 416
561 399 505
169 814 32
136 623 916
322 853 795
66 815 455
422 573 408
224 62 544
193 848 734
587 773 114
289 838 34
271 828 907
21 122 273
7 734 864
654 159 347
448 428 758
617 769 480
278 291 485
164 867 28
406 448 11
683 772 857
587 501 577
836 438 590
630 834 929
205 127 343
476 177 963
495 860 398
644 643 417
47 75 163
704 738 684
374 32 733
770 862 881
251 52 528
148 387 741
443 125 869
387 700 525
247 621 541
845 183 729
266 436 271
728 739 995
152 712 543
723 9 932
770 31 914
790 133 9
157 451 934
664 468 823
599 703 643
74 537 71
219 375 445
513 767 736
376 238 546
103 798 740
643 297 52
146 265 824
203 9 362
693 697 334
112 24 271
146 276 211
167 387 437
29 865 640
870 603 100
838 279 166
85 874 148
83 44 899
478 662 1
625 679 98
5 99 387
852 552 817
7 334 794
394 79 71
22 174 49
137 774 536
799 321 91
391 350 29
359 93 140
290 378 69
194 357 418
76 395 219
59 684 32
801 345 266
167 715 469
628 630 130
837 772 170
343 580 803
463 412 255
691 574 608
636 647 681
540 615 807
355 48 571
289 460 190
338 162 503
603 381 850
498 74 765
346 128 650
205 84 382
527 733 565
864 792 465
745 748 637
661 171 337
622 476 948
309 320 535
200 144 585
263 697 750
400 368 410
740 422 150
204 731 482
500 766 508
201 19 461
31 843 234
123 628 793
97 113 216
233 531 16
15 373 86
327 765 431
