19
911 938
352 516 -680
63 97 825
302 477 255
67 320 -769
563 757 -267
127 328 524
6 572 -911
801 622 958
751 783 498
306 698 899
712 320 472
776 203 262
498 25 -884
304 557 -971
305 342 -441
205 752 -511
150 139 697
104 747 -111
235 255 -62
361 291 -710
516 661 54
105 488 -504
513 162 -186
279 340 36
201 532 -587
628 704 -229
215 622 237
676 521 154
110 3 445
209 578 723
797 517 281
371 632 748
16 770 899
723 99 -969
45 165 81
492 495 265
788 474 -813
421 30 -698
454 392 -485
502 233 579
34 169 822
497 344 -106
316 494 4
209 300 -273
168 216 695
562 87 396
470 83 -812
167 654 424
760 667 -98
779 527 156
799 526 917
208 205 506
604 334 -270
537 121 -168
195 504 206
137 657 -127
17 770 -564
334 357 -490
518 33 268
559 636 940
306 397 353
529 479 537
102 52 -142
404 639 862
424 120 804
342 777 -190
706 533 -123
65 548 -611
521 43 996
343 563 -640
457 621 651
69 554 734
313 628 182
762 675 -646
72 315 66
631 651 -496
248 294 -457
554 236 793
784 599 -519
149 265 266
99 728 77
431 266 -412
768 251 499
350 714 -616
30 539 110
621 513 160
321 36 625
645 116 544
686 308 274
188 123 -107
227 490 53
391 782 150
134 517 485
427 713 646
178 691 -660
481 560 -603
727 484 -506
689 354 -227
357 294 419
427 353 630
371 194 -182
210 207 635
304 585 -416
482 498 979
74 409 -446
108 40 770
122 541 983
429 174 -428
488 22 687
537 5 458
670 54 677
17 163 -41
726 91 -389
517 76 362
265 82 254
588 745 961
641 649 446
407 767 -807
39 235 -399
161 804 -4
508 105 851
8 116 720
206 392 -317
736 339 -421
535 322 -607
363 30 -156
556 157 345
274 280 692
15 670 210
503 664 -661
737 502 170
223 517 -552
487 36 382
267 677 -291
345 332 814
590 110 448
548 90 -573
34 153 -984
258 265 599
55 581 -867
768 206 367
761 235 -214
269 447 612
299 376 530
259 521 -967
6 742 680
180 485 65
64 144 -185
118 477 180
32 801 -231
80 130 -569
173 740 218
782 8 325
12 207 -148
656 743 -895
242 77 809
346 5 -496
80 33 -918
90 751 52
409 127 -733
566 796 950
43 695 -752
219 102 -646
459 803 286
726 397 -8
476 583 -951
15 401 -357
533 403 94
135 173 907
526 310 -95
517 605 768
419 168 930
273 16 157
746 405 -770
170 659 494
192 649 207
87 495 -363
177 728 379
327 465 -261
212 469 339
569 589 773
312 621 947
760 584 163
413 40 -429
347 335 -393
193 484 167
371 199 458
112 446 310
185 793 -813
159 93 -888
366 55 -590
215 558 -449
553 692 -959
245 113 738
73 516 674
33 279 855
344 39 654
327 347 -595
377 586 -365
434 86 565
797 272 830
393 471 -620
34 473 947
335 397 -449
72 131 -191
132 281 -719
445 646 -253
577 481 654
791 10 334
566 453 507
567 768 -909
360 314 676
314 280 185
263 796 -683
81 463 -159
309 595 -326
387 706 180
354 28 1
257 462 -511
285 655 1
468 67 -653
789 256 -662
158 710 -400
195 124 -298
176 446 -172
323 165 343
675 757 152
797 777 215
803 161 431
576 652 -737
538 284 -758
682 195 20
409 637 681
610 533 -157
24 346 -692
713 28 -140
304 106 150
363 599 -174
290 18 -864
201 617 825
495 35 -110
623 494 292
279 611 -514
15 416 580
426 581 134
632 36 730
207 12 -392
659 175 954
401 149 417
759 565 -467
110 656 218
335 369 197
659 529 898
11 789 -306
794 596 387
760 348 -773
292 264 231
345 270 -467
697 140 -10
426 602 -360
545 537 727
489 459 515
532 670 -76
65 164 255
276 369 988
114 700 -297
80 366 -242
314 26 -567
125 427 397
743 340 -197
99 68 -398
396 629 -720
130 612 -438
572 139 476
26 398 -809
201 730 641
658 747 -201
616 605 -493
341 411 959
438 141 -603
454 745 -750
624 311 -39
725 145 786
497 746 -966
788 645 -456
287 267 498
681 466 70
598 522 -830
540 412 -933
740 654 -846
45 171 522
258 434 -245
402 152 -805
436 620 -483
427 326 378
756 623 497
681 170 -554
259 736 -980
781 363 -117
66 59 -677
311 709 -255
504 143 206
15 258 77
116 660 177
703 163 288
117 46 -430
519 57 50
152 48 -25
712 216 -40
538 786 -795
102 443 -197
348 33 -955
32 695 -692
728 201 375
359 635 -725
409 84 531
466 488 809
295 191 -680
709 376 -60
72 548 -789
68 431 -569
766 474 -397
195 211 650
102 366 273
66 31 471
97 172 568
651 80 268
500 295 974
204 551 -903
560 138 459
399 21 -62
248 232 -701
214 350 351
787 640 572
744 164 811
468 261 -186
240 684 504
284 208 -548
270 236 -552
35 561 403
35 287 124
667 542 941
518 219 -415
175 793 -189
364 700 -575
339 291 570
323 387 -174
435 200 978
236 240 -614
759 349 551
741 577 750
490 482 638
283 352 -582
309 395 281
366 165 -570
284 246 636
151 142 -984
466 162 701
625 646 -223
760 716 564
410 677 352
594 649 294
453 765 215
375 610 290
716 63 -948
268 245 -288
453 167 848
425 703 134
121 424 -143
368 454 701
314 90 149
331 553 -749
151 187 980
138 605 583
38 108 243
743 80 363
138 476 -713
379 159 377
297 669 129
456 551 431
437 404 73
212 637 53
474 278 -216
19 348 466
524 170 656
187 359 812
333 328 118
603 742 634
274 58 755
241 725 490
52 572 -797
465 778 -749
320 384 -995
787 793 -834
481 581 237
119 235 -136
353 457 24
591 697 -548
96 270 -572
129 240 -654
232 204 -936
280 713 446
282 431 709
321 408 -851
545 460 317
472 511 -770
742 710 894
499 313 221
8 10 694
166 151 -502
343 96 17
707 273 367
172 211 985
579 235 327
327 564 960
36 285 119
671 803 -744
789 172 270
48 527 673
173 537 416
279 749 547
655 67 -689
191 169 -998
658 759 152
53 364 584
687 315 919
784 367 -666
179 490 -236
248 643 -890
243 170 390
13 681 404
129 692 -337
669 186 -53
199 135 797
33 72 -976
559 685 103
532 335 925
440 773 -182
173 391 18
576 272 875
111 696 527
595 696 -418
71 777 725
400 261 -248
683 230 380
333 422 248
157 86 -570
261 718 -16
289 106 -490
464 45 988
687 385 -556
9 271 -427
109 521 99
11 740 -188
203 771 -42
395 700 905
488 248 -782
187 755 917
524 777 -82
303 309 -322
217 307 756
179 552 336
714 630 827
331 488 -155
708 380 930
124 151 -218
464 542 -210
550 552 947
185 234 157
695 776 -20
636 181 21
562 403 471
296 792 -555
5 434 -755
574 783 -125
748 693 -492
371 521 -243
533 71 847
727 593 -272
405 712 -457
502 417 -582
752 798 -414
124 305 -215
705 166 397
93 158 -54
97 705 -681
725 149 -482
399 7 506
647 260 -466
640 458 780
435 385 964
352 349 998
208 520 -579
437 761 849
770 55 811
628 742 -949
456 795 -238
289 755 529
662 385 -267
21 390 -167
323 645 -812
191 85 554
538 772 738
151 732 394
718 35 -522
490 288 423
225 564 519
720 21 941
68 15 -584
404 423 923
734 254 254
98 756 85
502 484 220
747 39 277
349 82 748
109 705 522
780 393 26
34 564 796
640 259 384
804 402 -707
401 388 945
77 698 656
73 59 599
659 773 470
419 502 458
725 416 965
4 444 118
617 563 32
164 404 114
711 536 -961
756 787 319
117 639 338
282 252 682
527 501 -704
343 729 341
642 647 -4
136 328 -505
122 788 -850
556 585 -263
794 698 -247
15 534 910
525 29 576
609 29 877
44 776 -484
562 314 62
93 776 891
766 187 -648
280 768 -789
589 616 -742
682 622 -364
393 720 -884
473 608 -950
416 198 -474
220 741 805
10 402 736
579 789 458
480 224 176
72 254 17
498 135 -487
509 202 -644
491 571 846
102 304 -849
530 783 -227
272 213 668
801 575 809
568 762 680
727 200 415
221 276 -980
14 472 -158
337 194 -630
728 26 -903
758 612 76
390 153 378
558 362 -947
715 259 4
695 623 869
307 114 -463
127 118 -525
23 216 604
588 187 -167
748 383 239
745 627 -252
49 621 -235
504 546 367
732 717 -77
427 96 -642
240 169 -92
481 697 -102
791 691 365
498 631 -753
155 728 293
249 225 66
326 679 -915
478 477 390
663 132 350
444 114 516
195 232 -945
469 217 -717
779 545 -110
203 170 -818
349 632 869
596 621 368
265 54 814
47 329 685
64 29 863
765 310 97
461 105 645
773 747 -150
758 195 -309
603 796 -795
500 304 866
717 540 -485
79 278 -87
574 280 542
332 122 844
231 619 -727
526 749 -216
117 301 -917
636 481 -555
262 186 -785
294 690 160
408 498 -977
385 394 -156
670 685 651
218 578 -65
105 539 -97
235 482 -743
30 625 -714
776 642 -920
341 400 -927
802 407 -595
206 220 780
197 160 -919
159 750 65
366 11 922
283 396 184
169 691 262
706 232 349
744 551 386
557 571 -280
354 233 228
445 563 -59
637 419 734
289 124 12
352 62 -853
787 688 -785
128 452 -739
153 411 -852
91 695 660
401 420 -514
509 171 831
443 315 -837
717 656 623
276 132 -103
117 235 726
467 395 267
542 717 -146
103 16 -821
246 529 900
227 17 -717
459 708 -812
244 271 101
724 616 921
728 555 -387
439 503 -315
690 294 178
306 443 -73
247 300 321
623 53 -215
251 157 -990
49 57 -563
422 82 -348
334 427 19
122 275 -180
83 507 -99
278 692 458
484 347 258
760 491 75
91 368 -162
129 252 381
699 398 -161
593 258 902
61 784 -334
348 32 264
192 700 105
623 152 -726
777 374 -917
269 15 -268
726 384 199
393 121 963
696 746 -312
437 425 -747
389 127 115
454 103 -283
753 483 551
58 565 -459
624 772 740
224 458 247
31 629 -37
244 334 -837
714 346 933
378 188 752
527 556 336
287 204 965
157 804 381
123 301 -856
698 684 -334
13 752 80
634 172 -731
457 357 477
605 207 768
628 429 -731
549 90 -152
605 341 -420
107 426 869
558 333 378
130 357 985
225 431 -702
669 591 -944
780 202 -173
497 131 675
308 467 436
642 407 237
168 63 -964
402 790 -631
796 113 -679
709 407 926
698 240 -237
59 647 -816
668 637 457
799 316 -689
306 58 253
396 681 129
5 325 -736
380 706 896
519 646 33
636 522 971
308 248 -472
741 773 955
561 716 343
106 157 -646
727 460 -757
271 416 445
574 607 380
589 77 -234
675 189 584
581 22 -303
95 241 -544
532 274 -520
805 909
271 795 -273
728 710 11
321 461 483
137 578 743
315 678 488
722 799 84
580 694 -886
689 707 39
697 639 750
163 471 137
225 692 -284
293 365 -303
191 231 -75
419 21 -136
654 797 -645
36 294 614
199 146 -78
314 531 839
121 524 452
3 565 725
3 369 386
150 210 922
391 170 228
397 151 752
558 420 -353
127 352 625
506 708 -483
400 324 -488
52 27 830
206 141 -102
563 752 443
250 315 -667
622 620 -547
481 159 -633
782 300 838
632 800 557
616 631 838
589 682 -879
429 688 978
727 565 196
407 669 686
227 562 -563
714 511 -75
348 711 -258
197 535 689
300 673 869
607 803 -187
601 735 -804
47 209 -602
773 212 -146
368 300 -23
801 654 -843
289 244 150
433 162 131
120 180 -251
748 455 648
258 372 -624
239 464 376
121 488 662
46 351 -337
350 106 817
374 799 278
548 292 991
131 805 479
353 239 8
35 108 24
193 693 751
249 763 -937
473 85 674
296 448 275
614 422 -248
530 534 454
648 136 931
185 178 64
335 203 253
312 278 -539
377 345 264
310 474 144
725 419 7
575 233 809
550 21 -437
149 641 -177
701 730 -942
287 316 -772
787 775 -249
408 519 209
698 290 -841
473 544 984
279 275 -532
672 562 784
79 187 573
779 415 331
139 124 -968
303 545 208
405 593 -538
708 741 205
60 110 213
480 8 -721
418 582 -480
176 691 614
18 397 392
339 742 -242
716 225 590
145 664 309
420 615 567
429 470 -677
227 171 -520
133 60 402
137 751 93
488 137 536
405 790 740
793 627 269
378 744 -748
389 56 443
458 658 -92
446 476 728
631 675 867
743 438 353
577 801 -572
299 791 452
125 145 253
645 256 577
183 305 213
668 66 775
803 233 -554
63 461 -561
710 400 934
416 426 -537
474 168 -848
258 304 -458
385 30 312
405 258 519
105 427 333
6 434 534
672 712 -750
399 765 -589
672 148 -878
30 475 295
48 61 -534
67 78 397
49 552 298
109 350 687
222 594 386
360 467 960
20 24 -452
18 168 -821
490 506 607
185 799 -952
352 470 651
473 670 430
162 591 256
356 423 -955
142 706 -734
703 535 519
300 398 332
748 423 209
99 376 145
503 96 -260
29 273 -317
727 60 436
426 744 -258
761 327 -679
103 747 -765
445 428 152
608 261 648
138 123 -169
687 372 706
539 734 598
87 149 224
95 321 797
362 364 572
367 99 842
444 147 -296
44 249 36
150 166 127
609 285 542
546 448 692
65 780 -394
494 595 -249
97 76 115
525 754 -394
128 192 944
459 493 812
532 169 986
324 46 -272
305 797 -273
34 296 -726
729 139 83
607 630 -260
397 472 -842
773 32 177
803 203 442
199 82 -172
89 400 643
770 392 -358
373 197 801
366 436 -190
657 512 630
561 644 -734
162 400 -498
271 541 -305
51 791 -642
167 505 -671
441 15 -559
217 628 481
571 456 -524
125 592 -259
166 43 -698
778 470 699
119 235 -320
427 758 220
2 99 -176
673 463 895
770 326 -492
751 531 -833
436 552 708
284 3 766
218 153 42
107 746 -935
712 564 634
451 216 207
732 467 -65
665 570 994
42 543 -640
742 428 -566
202 374 -147
375 654 -41
595 1 -83
713 106 152
671 190 549
204 359 326
494 163 10
220 388 -287
771 180 -36
748 357 798
320 727 713
504 291 342
263 17 480
538 175 765
114 416 49
805 730 580
72 32 71
219 401 -884
455 13 -205
399 577 -289
797 301 882
330 615 328
8 279 844
104 475 780
489 495 239
102 98 509
781 734 570
533 362 837
73 621 -373
435 11 489
85 472 587
237 113 -70
213 368 63
573 562 -490
466 342 486
172 106 -979
650 459 -941
290 786 765
692 415 -633
631 212 -52
210 183 -1000
592 400 121
406 326 -777
180 675 -156
55 542 -691
68 536 -899
280 288 -746
482 367 -295
407 83 2
110 778 -609
707 262 -359
619 392 -411
261 467 -297
375 576 -466
606 37 870
108 62 -762
231 163 -253
329 288 365
405 565 853
556 741 37
408 251 680
793 608 -606
572 33 -506
27 394 -509
717 703 -281
175 714 904
74 191 -683
538 256 -292
347 179 -343
446 310 829
140 781 -731
473 667 -814
516 532 270
84 124 -252
433 72 -412
684 574 -999
309 120 817
524 271 -268
696 36 279
388 533 -649
388 773 -550
588 373 664
487 373 75
365 128 -124
372 263 893
206 446 -202
127 805 -922
24 200 784
787 559 -760
659 712 -133
68 446 817
216 127 88
659 565 231
796 23 721
77 337 143
651 792 -688
612 378 10
531 23 587
74 284 -740
18 129 -611
21 22 -758
28 579 387
445 653 65
440 96 -193
503 118 963
7 497 -899
263 526 906
280 441 651
369 617 -314
304 423 -86
366 409 22
62 372 500
118 389 -207
466 37 -308
111 23 444
581 124 824
281 358 740
553 236 16
643 264 -942
329 6 288
721 232 697
462 52 815
4 686 -403
354 82 170
349 353 -474
428 237 102
475 649 -458
712 260 -141
336 437 -965
589 529 337
99 69 928
565 237 675
155 182 -659
343 237 -478
474 49 642
346 221 -143
622 182 -239
769 226 -463
399 379 -349
121 528 -761
80 39 247
345 506 834
442 595 -367
280 689 -404
604 43 -843
715 220 854
435 493 906
413 304 227
276 636 355
39 759 482
257 230 -683
104 286 650
733 556 -137
314 252 116
254 443 203
493 508 -424
377 146 614
309 727 170
105 34 857
533 571 565
467 429 151
519 3 846
273 76 747
545 593 -810
144 313 413
59 6 -377
737 614 50
108 562 -891
252 702 910
169 199 -141
574 665 -411
383 647 -803
765 243 999
453 394 981
780 492 -923
598 168 711
7 625 -245
442 709 233
141 782 384
241 325 -646
355 471 756
428 592 957
374 539 -364
432 487 -340
748 636 22
375 325 -848
471 170 712
234 81 899
723 8 475
545 58 -847
523 275 -358
178 233 -186
92 555 -124
639 234 -999
117 465 -987
87 246 -419
615 600 794
716 168 848
19 341 439
789 448 -515
778 645 160
325 597 232
454 699 -945
650 381 86
186 69 369
531 224 239
397 212 -116
298 396 932
11 176 131
525 193 868
262 572 -750
602 545 727
21 8 293
271 50 510
669 81 847
207 581 -10
341 176 -202
304 438 -943
588 450 -210
690 485 -894
317 184 -597
735 359 72
56 7 -301
728 679 848
711 499 800
103 351 596
651 635 -461
264 434 -561
470 551 -59
760 363 -234
341 634 -673
726 50 913
34 364 636
485 549 306
558 614 -300
104 164 390
625 505 -549
482 478 537
572 697 -911
325 596 -592
205 263 -178
373 795 437
767 513 -554
289 665 -247
204 493 749
301 774 -465
604 671 583
240 744 652
160 109 -846
669 161 -919
6 541 -300
156 67 846
461 344 721
17 477 438
474 489 136
667 56 86
146 126 875
15 298 -603
221 798 -393
234 488 -125
305 244 -742
566 397 -203
473 750 -945
484 721 -244
355 577 976
182 578 -86
121 472 894
467 433 390
126 617 954
311 627 74
204 421 278
597 25 984
787 424 -709
464 250 352
268 525 417
769 46 -432
690 120 -242
125 512 394
83 644 -440
342 81 875
485 692 500
547 726 -205
424 59 163
454 715 991
303 69 -111
136 482 429
500 537 -881
133 2 222
144 620 661
7 309 -95
412 363 941
617 322 -238
544 245 300
508 421 726
561 304 -417
353 731 999
92 122 -899
635 439 472
245 308 -421
734 802 559
521 299 -718
456 218 693
125 140 790
641 627 -742
424 577 242
239 729 -164
187 94 456
333 448 442
97 283 803
480 740 725
653 182 -2
413 277 -35
132 84 644
479 81 -819
158 368 868
86 687 920
644 144 -485
347 261 884
119 310 184
323 736 -192
659 194 517
427 754 -869
660 198 -709
626 121 311
611 388 796
505 8 -779
293 566 278
522 2 -489
557 121 894
82 95 -663
463 453 456
717 318 78
130 601 -150
177 516 -684
342 169 -591
709 395 -890
507 439 -887
166 218 -867
94 268 -595
685 542 510
74 639 932
702 117 -356
32 197 829
432 712 852
363 514 730
433 447 -81
462 390 560
623 448 165
305 486 -156
396 117 981
453 750 -351
109 446 921
274 194 651
798 198 301
313 429 929
421 284 745
302 378 700
371 497 39
439 246 549
559 11 923
792 286 198
2 272 -122
239 408 398
466 94 509
174 707 -64
635 517 -178
273 113 592
707 561 -875
667 187 222
227 337 751
646 527 851
389 804 -372
152 396 222
525 320 82
783 624 357
583 738 730
634 412 -629
191 445 -338
661 530 -809
606 539 -705
11 733 621
591 707 889
506 428 -454
314 639 -167
792 208 -361
615 362 -556
737 325 -835
792 81 823
70 432 727
129 249 850
748 249 -69
47 332 997
179 502 -755
690 91 446
101 600 -636
74 616 690
625 725 176
399 762 -160
669 410 -243
546 19 770
299 115 -959
31 286 487
733 118 -342
467 354 545
413 618 491
315 247 83
469 671 -654
531 764 -973
683 5 -337
441 506 293
518 407 -197
183 593 376
80 629 -262
70 751 816
598 624 971
388 533 -224
753 278 -837
216 756 -746
499 612 984
129 540 -841
740 242 -285
653 728 859
729 224 278
343 508 370
350 629 575
422 784 503
629 548 407
495 11 97
633 326 391
401 593 -909
530 794 -341
504 463 -1000
240 626 -645
537 452 436
184 67 525
451 366 144
408 374 -97
529 204 715
176 423 -921
415 538 537
312 141 -913
368 437 -138
132 676 510
442 4 670
58 74 861
765 240 876
341 192 134
676 302 759
318 495 864
291 353 887
375 616 -277
447 690 256
144 285 751
263 690 -578
488 161 567
530 107 -182
359 180 -835
51 500 938
321 696 -710
642 323 727
469 329 361
673 84 -283
752 540 -623
113 66 305
780 300 -401
722 569 -888
785 464 209
55 115 193
70 721 409
603 527 100
173 804 -868
51 711 632
53 4 777
320 553 -286
728 15 567
167 533 722
674 355 356
577 309 -318
457 487 -347
717 437 -834
508 573 -236
315 751 -143
461 653 45
315 382 485
559 256 -560
758 683 -309
339 554 -664
195 628 308
733 403 -964
620 54 408
214 428 -294
729 574 -559
212 89 -772
549 650 -821
229 651 309
626 159 -516
5 64 -530
789 545 771
28 522 -8
688 344 -880
724 541 -909
632 229 244
718 366 -555
471 188 476
759 357 -899
283 356 861
310 645 -182
406 302 10
434 20 391
553 250 237
554 749 -375
183 185 -78
107 510 149
312 368 735
116 406 69
602 493 -454
655 208 403
406 640 -275
359 154 -132
392 554 103
139 667 446
69 675 -194
462 629 210
32 483 -865
558 281 -909
295 410 614
566 112 -810
296 73 -956
107 103 -485
611 726 606
242 663 775
616 317 -438
260 248 342
202 780 -110
603 526 324
728 248 -978
451 786 -164
190 526 -808
28 674 -925
676 565 733
750 443 334
159 230 822
693 244 -293
157 601 -798
787 9 795
545 222 734
537 444 -792
121 200 -105
779 253 302
669 77 -282
684 723 -877
768 128 132
297 353 409
590 478 580
651 776 -620
155 452 -839
502 769 707
202 325 383
159 218 481
232 642 660
677 178 877
746 60 377
776 760 -26
675 119 -950
375 81 -986
678 661 762
595 195 714
148 475 -516
176 296 -545
588 602 146
523 536 -911
411 579 98
527 599 -25
532 661 565
607 7 579
300 161 -171
344 408 904
576 720 818
216 60 -463
536 57 89
309 773 -199
62 444 -241
246 401 586
663 435 -381
490 90 200
17 43 661
462 574 -630
366 472 -191
657 271 -287
428 744 -749
347 722 -396
318 746 -149
56 793 -654
75 324 324
9 223 -19
11 139 209
758 4 947
373 660 -633
762 203 -775
478 46 216
455 310 706
564 759 493
10 173 472
296 330 -644
419 212 132
437 562 -29
609 183 702
63 411 753
464 363 -173
592 476 364
21 189 -627
648 692 -511
290 693 475
509 651 -922
786 779 -497
396 142 280
190 524 -547
614 717 -872
418 235 88
645 643 -416
630 747 911
377 771 -39
53 348 -57
638 288 520
22 169 -297
122 282 609
176 37 778
730 670 -59
295 9 -781
69 614 679
477 196 260
643 539 -934
434 518 -195
288 256 -332
48 585 -714
554 571 -943
29 490 -944
290 424 828
204 115 969
325 511 633
96 113 372
374 607 654
805 589 -643
619 426 69
607 414 -732
698 142 -542
608 732 729
338 365 -464
230 315 -373
547 758 55
59 15 -403
93 671 -967
71 638 -529
623 328 -948
213 617 122
508 370 755
536 705 197
478 410 -749
62 620 -554
202 617 252
354 60 -203
615 152 -824
370 681 -331
394 125 -869
799 392 -526
455 720 864
110 43 -793
639 666 428
82 100 -93
332 338 -68
165 605 -755
464 27 903
105 262 150
329 621 -72
723 391 633
153 44 -35
798 620 171
501 256 306
731 582 -852
596 503 -181
671 166 926
70 442 -676
364 154 -961
547 499 368
856 996
192 390 639
412 663 -568
699 581 459
467 291 790
614 222 272
252 422 56
180 440 125
409 373 175
25 186 -993
247 229 -707
113 684 987
336 827 -599
162 590 -454
404 633 19
65 37 -20
21 791 791
683 71 -526
343 225 45
768 94 -392
646 460 620
57 506 95
409 122 -954
287 506 564
547 304 894
443 171 -489
749 798 877
544 203 -762
407 130 -459
462 828 -44
485 828 37
846 447 -800
544 842 -245
604 436 -844
294 250 157
798 94 18
231 80 -437
713 630 922
219 807 -616
408 515 -767
368 627 -528
851 50 -861
87 838 194
291 232 -557
771 499 -553
630 706 -93
140 275 -235
419 78 343
774 213 477
31 788 -964
516 362 -841
712 620 675
7 821 8
568 614 -221
792 272 -686
401 308 -969
614 533 681
678 558 205
571 85 -961
594 796 -947
402 782 -793
788 611 989
461 711 -308
495 811 -769
92 162 -856
13 656 -270
814 187 273
353 620 719
276 262 -786
261 427 -963
554 340 191
381 603 -378
211 397 -157
256 679 -463
4 255 558
854 632 806
268 485 -611
223 145 -97
736 158 319
805 728 -177
750 363 -368
611 581 -996
281 141 -672
606 445 140
367 378 -615
744 245 -230
262 470 687
808 360 -186
657 160 837
764 686 645
592 271 927
264 284 -985
430 565 -934
96 561 665
310 360 -455
572 423 -361
97 179 227
685 372 -671
851 242 299
144 796 829
524 638 821
818 492 -373
382 24 519
382 68 -431
16 358 -67
693 227 532
345 283 -508
593 784 264
627 665 833
596 717 597
102 716 -238
700 804 -245
267 836 337
841 70 -432
341 806 -101
36 726 -56
65 758 -110
391 279 -539
236 551 -585
460 461 -390
158 360 -744
15 476 -544
401 16 -695
670 107 -724
168 549 -458
124 336 -516
29 539 -666
803 196 440
206 294 512
270 841 -265
428 539 217
826 808 -709
851 40 -379
316 154 560
615 87 -23
199 282 921
261 672 -8
147 419 -796
249 402 780
408 325 93
537 568 965
509 399 -400
791 703 631
607 88 -665
616 600 -891
370 433 -581
127 436 291
698 297 -934
125 528 -507
423 394 -946
507 826 -503
401 784 184
527 374 -932
473 138 -421
763 407 220
852 749 688
508 130 -85
215 151 -711
583 98 -882
250 177 858
99 5 -62
168 582 527
401 299 -1
829 651 -100
747 126 752
245 773 -852
305 447 999
400 360 -259
841 276 143
379 263 -568
108 184 383
768 220 985
373 477 886
423 488 745
432 646 809
715 327 752
335 796 378
113 51 -706
213 225 -779
588 373 -860
308 372 812
171 129 -531
753 450 775
150 515 -57
811 466 -303
173 191 -912
153 94 -64
34 818 562
617 602 777
741 243 -165
717 210 899
687 556 -756
753 61 -539
46 1 666
657 132 725
201 583 273
148 742 216
346 549 -494
553 849 902
170 214 -703
127 369 -345
720 117 599
380 616 643
683 842 -420
373 704 -133
284 440 -740
611 149 777
770 183 -435
203 13 658
678 109 780
534 435 -503
400 842 825
81 27 -974
847 64 864
730 373 -225
14 846 -606
271 662 658
250 816 898
176 72 476
792 831 70
681 336 -851
566 752 962
53 366 -587
486 356 681
588 496 -160
364 590 371
724 344 -149
78 704 438
764 304 293
583 254 46
424 80 977
250 773 317
391 787 315
101 23 315
456 359 749
799 707 199
208 105 818
145 395 696
388 652 562
321 801 -139
65 358 277
664 238 514
168 766 304
504 609 866
211 489 -841
162 720 830
619 417 454
483 717 950
161 421 -851
536 121 271
428 727 -529
111 202 -78
831 389 270
114 354 696
83 186 60
716 688 502
40 424 -829
560 548 -954
454 546 784
576 518 417
541 294 171
112 845 -443
43 183 42
397 51 567
186 154 -710
174 516 221
86 724 -663
190 823 -419
199 810 -56
678 824 358
194 606 -303
698 106 803
254 485 187
321 120 854
651 272 -653
178 690 482
805 8 62
769 690 15
389 452 759
367 431 757
342 290 638
820 677 353
70 538 -153
228 257 -215
649 855 407
513 450 -209
645 631 -863
778 403 369
701 476 126
509 692 114
614 701 -688
225 301 -531
476 271 -135
178 6 62
500 518 822
708 127 -338
526 445 -382
697 678 137
567 361 645
675 739 -500
423 679 -800
699 705 512
52 375 -377
605 384 -495
800 651 -150
365 539 -8
735 723 -877
828 74 -610
635 235 -323
124 174 -24
839 42 316
102 236 -435
785 372 429
294 479 -156
25 549 913
481 108 -580
722 580 236
496 514 613
809 427 63
531 632 -205
122 693 105
828 541 -217
691 695 27
829 78 851
386 556 96
158 573 -330
506 606 664
537 69 739
30 428 -947
642 63 -956
415 802 605
326 466 288
113 250 -706
782 825 -871
407 669 990
145 813 -531
92 346 529
656 353 525
439 124 354
300 824 -54
289 535 -101
109 806 535
112 137 -532
551 184 919
786 157 -407
251 287 -147
304 267 168
654 389 851
232 214 706
481 170 -738
651 429 359
242 163 223
665 820 -226
156 520 680
588 495 836
353 556 -882
599 376 848
353 627 -443
183 571 316
299 28 420
96 784 -896
36 325 -806
261 813 -639
644 276 -432
78 184 -718
57 145 -909
521 31 446
398 191 -865
140 523 487
118 770 88
100 618 166
191 149 -678
373 624 764
662 214 966
849 41 492
352 115 -982
375 208 -197
576 521 -34
430 344 -486
851 1 645
143 606 709
513 727 -257
752 827 -665
289 135 -172
834 310 -167
632 225 -717
710 677 -619
56 299 325
699 197 885
476 308 -560
681 419 -591
13 312 933
309 234 343
305 489 -197
143 566 927
588 451 613
750 366 -813
722 169 -363
414 679 402
296 91 926
406 775 750
549 148 -101
653 2 972
823 805 -672
135 558 881
518 465 560
356 643 -224
595 87 -168
44 241 -472
653 829 -358
416 707 -942
9 366 -971
672 843 -446
585 85 658
614 840 205
657 351 -161
423 760 951
374 10 885
320 200 -2
665 333 437
514 816 634
149 405 -522
223 187 905
855 269 -302
299 586 7
137 719 -695
475 836 -251
287 403 549
174 404 754
66 604 56
317 66 -26
426 466 34
249 67 327
470 163 658
91 854 218
307 214 -254
453 277 220
800 136 -259
380 606 591
126 407 222
6 277 294
558 187 -976
52 386 -479
799 67 718
847 85 -200
634 841 -430
841 463 -674
790 212 572
145 742 -134
386 108 508
855 783 -744
296 292 -748
191 5 620
262 293 -924
169 716 224
392 153 -224
330 306 -171
465 177 817
652 142 707
376 430 -830
462 593 700
680 187 -625
831 706 293
401 69 444
809 400 986
693 229 546
165 468 -449
39 644 -205
620 681 -396
541 249 -334
263 346 82
555 139 178
695 422 962
449 91 674
260 426 601
319 554 165
503 519 -448
21 148 -562
791 678 889
556 496 83
429 738 -902
750 403 -750
631 244 25
556 703 -783
60 719 -150
485 495 833
735 312 -396
489 499 987
560 325 -53
460 494 621
475 285 -134
291 792 -953
470 491 797
737 720 177
732 568 -943
295 450 519
710 751 67
763 826 437
300 199 -124
29 321 545
