815 2512
76 601 626
204 801 852
126 443 627
383 330 396
331 119 589
178 629 566
619 286 821
226 232 911
290 93 723
369 740 132
349 178 948
636 642 50
483 295 835
445 492 386
286 150 646
315 323 706
551 726 915
476 712 872
764 76 95
118 698 64
134 477 832
634 25 899
770 161 922
715 689 389
756 348 496
670 538 227
540 549 907
795 558 217
81 492 731
28 82 529
311 461 707
47 344 339
222 502 741
532 698 617
286 378 446
199 636 437
294 196 657
433 552 168
423 699 954
76 362 827
286 142 392
154 637 987
35 581 843
270 618 364
365 807 782
482 761 867
287 351 133
117 569 908
631 774 174
100 187 782
356 507 160
201 664 950
749 116 697
110 714 973
139 626 102
733 114 410
153 79 140
750 504 949
585 256 200
643 77 723
169 665 621
534 785 88
103 104 308
614 120 663
232 681 694
169 263 950
643 141 135
645 358 294
261 533 121
657 754 85
447 774 310
576 669 910
149 574 642
706 106 829
811 538 564
715 163 176
68 511 527
225 123 627
526 322 478
259 35 297
446 437 681
661 605 772
15 289 599
148 132 654
133 676 941
345 269 22
436 181 642
264 721 418
102 745 882
698 388 911
298 486 970
543 436 385
592 611 593
519 799 195
776 462 333
523 238 721
173 94 757
542 258 963
13 567 125
494 431 890
750 353 834
727 495 939
316 606 801
594 738 33
786 259 323
784 597 840
540 324 533
337 121 424
149 366 548
55 625 40
188 701 945
78 280 182
666 241 203
496 762 806
646 32 167
484 94 869
372 165 771
25 460 287
259 148 242
217 699 175
578 587 928
669 590 777
791 322 626
808 46 384
762 535 238
649 452 378
636 776 284
469 471 647
71 127 954
814 40 384
123 740 852
318 306 290
117 31 469
95 246 837
519 712 738
718 334 390
597 108 74
122 768 352
535 384 493
475 440 944
439 692 520
37 407 737
149 695 611
293 124 624
736 759 858
62 528 570
17 413 306
83 226 896
436 777 208
87 486 758
663 383 578
494 763 377
347 294 509
632 617 316
809 730 228
281 785 782
571 290 60
664 515 623
654 484 306
292 136 638
252 661 825
49 68 995
79 469 379
88 764 656
762 458 657
708 230 466
709 119 590
246 556 334
337 271 200
115 109 220
16 242 314
228 196 384
509 401 987
105 373 302
28 743 378
190 252 257
677 14 859
21 770 702
695 596 656
183 508 532
138 140 578
